,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,1.0,0.44,0.33,0.55,0.08,0.64,0.38,0.75,0.61,0.23,0.5,0.2,0.76,0.23,0.21,0.62,0.55
blogentis.csv,0.75,0.5,0.7,0.41,0.8,0.18,0.75,0.34,0.8,0.54,0.56,0.36,0.48,0.74,0.16,0.74,0.5
bochs.csv,1.0,0.88,0.84,0.6,0.76,0.91,0.54,0.73,0.78,0.54,1.0,0.88,0.52,0.86,0.56,0.95,0.73
galaxium.csv,0.25,0.81,0.34,0.4,0.29,0.27,0.38,0.28,0.33,0.62,0.56,0.52,0.71,0.77,0.58,0.31,0.59
gisgraphy.csv,0.0,0.44,0.42,0.36,0.33,0.64,0.42,0.9,0.36,0.08,0.44,0.16,0.24,0.37,0.1,0.6,0.73
haphazard.csv,1.0,0.94,0.58,0.55,0.82,0.45,0.25,0.33,0.28,0.54,0.11,0.76,0.43,0.46,0.27,0.29,0.5
ipfire-wall.csv,0.75,0.0,0.36,0.34,0.22,0.09,0.83,0.19,0.38,0.62,0.89,0.56,0.52,0.14,0.49,0.45,0.41
jmri.csv,0.25,0.88,0.25,0.61,0.18,0.64,0.83,0.72,0.32,0.38,0.83,0.36,0.33,0.23,0.36,0.5,0.59
jvcl.csv,0.5,0.62,0.23,0.45,0.2,0.09,0.58,0.3,0.39,0.15,0.39,0.36,0.43,0.11,0.66,0.38,0.27
kaffeine.csv,0.25,1.0,0.8,0.64,0.88,0.73,0.79,0.75,0.53,0.85,1.0,0.88,0.62,0.83,0.91,0.86,0.77
m-a-d-n-e-s-s.csv,1.0,0.56,0.07,0.23,0.1,0.27,0.54,0.2,0.08,0.38,0.33,0.72,0.38,0.23,0.58,0.14,0.09
magicwars.csv,1.0,1.0,1.0,0.96,1.0,1.0,0.96,0.64,1.0,1.0,1.0,1.0,1.0,0.94,0.89,1.0,0.82
nh3d.csv,1.0,0.0,1.0,0.3,1.0,1.0,1.0,0.95,0.74,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0
opentibia.csv,0.75,0.12,0.82,0.42,0.33,0.82,0.29,0.69,0.39,0.38,0.89,0.16,0.38,0.4,0.18,0.67,0.64
sarasvati.csv,0.5,0.38,0.43,0.38,0.16,0.73,0.33,0.37,0.3,0.54,0.61,0.36,0.38,0.8,0.73,0.31,0.5
smartgwt.csv,0.0,0.31,0.47,0.55,0.65,0.36,0.42,0.48,0.47,0.46,0.83,0.88,0.52,0.46,0.75,0.83,0.73
tweetsharp.csv,0.25,0.25,0.55,0.67,0.27,0.82,0.33,0.81,0.57,0.31,0.5,0.4,0.48,0.4,0.23,0.79,0.68
