,f1,g,recall,precision,pf,wins
all-plasm.csv,0.26,0.47,0.5,0.32,0.31,8
blogentis.csv,0.38,0.42,0.54,0.33,0.61,3
bochs.csv,0.48,0.55,0.78,0.34,0.49,16
galaxium.csv,0.43,0.44,0.4,0.53,0.22,15
gisgraphy.csv,0.36,0.4,0.37,0.35,0.23,10
haphazard.csv,0.32,0.33,0.46,0.29,0.57,1
ipfire-wall.csv,0.39,0.41,0.41,0.39,0.27,12
jmri.csv,0.39,0.41,0.38,0.33,0.32,6
jvcl.csv,0.41,0.43,0.38,0.47,0.19,13
kaffeine.csv,0.47,0.57,0.8,0.34,0.65,14
m-a-d-n-e-s-s.csv,0.29,0.27,0.27,0.52,0.13,7
magicwars.csv,0.49,0.13,1.0,0.33,0.97,2
nh3d.csv,0.47,0.0,1.0,0.31,1.0,0
opentibia.csv,0.38,0.43,0.4,0.33,0.42,5
sarasvati.csv,0.4,0.42,0.38,0.43,0.38,9
smartgwt.csv,0.46,0.5,0.48,0.34,0.47,11
tweetsharp.csv,0.35,0.43,0.48,0.28,0.45,4
