,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.03,0.11,1.0,0.56,0.8,0.08,0.17,0.3,0.59,0.17,0.32,0.38,0.67,0.28,0.09,0.87,0.48
blogentis.csv,0.01,0.14,0.84,0.48,0.78,0.05,0.5,0.74,0.38,0.19,0.26,0.18,0.31,0.33,0.83,0.69,0.29
bochs.csv,0.01,0.1,0.93,0.57,0.97,0.09,0.34,0.26,0.61,0.25,0.33,0.31,0.44,0.34,0.26,0.73,0.5
galaxium.csv,0.0,0.15,0.93,0.54,0.93,0.33,0.38,0.84,0.6,0.23,0.53,0.52,0.41,0.66,0.72,0.65,0.32
gisgraphy.csv,0.0,0.16,0.95,0.66,0.89,0.13,0.5,0.3,0.45,0.33,0.21,0.22,0.56,0.35,0.1,0.81,0.62
haphazard.csv,0.01,0.1,0.86,0.46,0.8,0.07,0.43,0.46,0.32,0.29,0.12,0.26,0.25,0.18,0.32,0.6,0.28
ipfire-wall.csv,0.02,0.0,0.94,0.56,1.0,0.05,0.27,0.67,0.4,0.19,0.64,0.39,0.41,0.31,0.35,0.83,0.19
jmri.csv,0.1,0.1,0.95,0.63,1.0,0.09,0.26,0.29,0.67,0.19,0.33,0.43,0.41,0.29,0.13,0.88,0.5
jvcl.csv,0.67,0.23,0.95,0.67,1.0,0.06,0.33,0.38,0.71,0.12,0.47,0.47,0.5,0.44,0.31,0.94,0.32
kaffeine.csv,0.01,0.1,0.92,0.54,0.98,0.1,0.3,0.34,0.51,0.22,0.34,0.32,0.32,0.46,0.42,0.72,0.33
m-a-d-n-e-s-s.csv,0.01,0.11,0.86,0.6,1.0,0.14,0.37,0.77,0.78,0.23,0.67,0.64,0.42,0.47,0.52,0.75,0.2
magicwars.csv,0.01,0.11,0.87,0.48,0.82,0.07,0.26,0.82,0.42,0.21,0.33,0.29,0.41,0.31,0.41,0.74,0.3
nh3d.csv,0.67,0.0,0.87,0.65,0.82,0.06,0.26,0.31,0.51,0.2,0.33,0.3,0.41,0.29,0.23,0.74,0.31
opentibia.csv,0.02,0.04,0.96,0.53,1.0,0.1,0.37,0.32,0.38,0.33,0.33,0.14,0.38,0.31,0.19,0.8,0.41
sarasvati.csv,0.01,0.05,0.92,0.43,1.0,0.15,0.21,0.5,0.68,0.18,0.44,0.6,0.4,0.42,0.43,0.81,0.33
smartgwt.csv,0.0,0.18,0.93,0.46,0.91,0.05,0.31,0.24,0.5,0.21,0.38,0.34,0.39,0.28,0.49,0.74,0.33
tweetsharp.csv,0.2,0.18,0.92,0.47,0.93,0.07,0.17,0.28,0.54,0.14,0.25,0.31,0.56,0.26,0.1,0.89,0.41
