,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,91.0,2.0,4.0,2.0,1261.0,6.0,11.0,4.0,1.0,2.0,4.0,9.0,4.0,0.0,0.0,2.0,0.0,7.0,0.0,4.0
alpine.csv,0.0,1.0,1.0,0.0,5.0,9.0,13.0,29.0,5.0,1.0,0.0,3.0,19.0,0.0,1.0,18.0,1.0,3.0,1.0,6.0
enzo.csv,1.0,23.0,0.0,10.0,5.0,2.0,46.0,72.0,4.0,0.0,3.0,33.0,16.0,2.0,0.0,13.0,0.0,7.0,2.0,11.0
flylinkdc.csv,0.0,2.0,0.0,9.0,5.0,6.0,23.0,45.0,0.0,1.0,0.0,11.0,23.0,1.0,2.0,21.0,1.0,7.0,2.0,4.0
fw4spl.csv,5.0,3.0,0.0,7.0,51.0,3.0,19.0,5.0,0.0,0.0,0.0,8.0,8.0,5.0,0.0,4.0,0.0,0.0,1.0,5.0
grisbi.csv,6.0,5.0,1.0,9.0,5.0,7.0,44.0,71.0,2.0,7.0,1.0,4.0,11.0,0.0,59.0,22.0,2.0,7.0,2.0,3.0
jcae.csv,91.0,2.0,1.0,0.0,1.0,5.0,2.0,10.0,250.0,3.0,0.0,1.0,1.0,1.0,57.0,2.0,0.0,5.0,1.0,0.0
jcl.csv,1.0,0.0,0.0,2.0,293.0,0.0,5.0,18.0,1.0,0.0,0.0,5.0,15.0,3.0,0.0,0.0,0.0,5.0,0.0,3.0
libarchive.csv,1.0,3.0,0.0,8.0,5.0,5.0,41.0,63.0,24.0,1.0,1.0,7.0,18.0,1.0,32.0,2.0,0.0,7.0,2.0,1.0
mimosa.csv,1.0,2.0,0.0,9.0,5.0,4.0,20.0,59.0,4.0,0.0,0.0,61.0,18.0,1.0,1.0,8.0,0.0,4.0,2.0,6.0
n2cms.csv,0.0,2.0,1.0,2.0,3.0,1.0,31.0,13.0,1.0,2.0,1.0,9.0,4.0,2.0,0.0,10.0,0.0,0.0,1.0,5.0
nabu-library.csv,1.0,2.0,0.0,1.0,16.0,1.0,18.0,24.0,2.0,2.0,2.0,9.0,25.0,5.0,0.0,8.0,0.0,0.0,0.0,5.0
net-snmp.csv,1.0,10.0,0.0,2.0,296.0,6.0,44.0,8.0,6.0,1.0,1.0,26.0,16.0,7.0,33.0,3.0,0.0,21.0,0.0,2.0
ossbuild.csv,0.0,1.0,1.0,8.0,61.0,3.0,1.0,32.0,5.0,0.0,0.0,10.0,16.0,0.0,4.0,12.0,1.0,0.0,1.0,4.0
quickfast.csv,1.0,7.0,0.0,6.0,4.0,0.0,36.0,44.0,0.0,1.0,0.0,55.0,12.0,2.0,0.0,2.0,0.0,7.0,0.0,7.0
tcvp.csv,91.0,2.0,1.0,282.0,1261.0,0.0,87.0,4.0,250.0,79.0,79.0,152.0,1.0,1.0,0.0,0.0,126.0,115.0,0.0,116.0
vdsf.csv,1.0,6.0,0.0,9.0,4.0,6.0,51.0,42.0,3.0,1.0,0.0,11.0,15.0,0.0,1.0,34.0,0.0,7.0,2.0,6.0
virtuoso.csv,1.0,6.0,0.0,9.0,0.0,5.0,48.0,73.0,0.0,1.0,0.0,11.0,19.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0
xbrlapi.csv,0.0,0.0,0.0,3.0,1261.0,3.0,16.0,3.0,0.0,1.0,0.0,3.0,82.0,0.0,43.0,181.0,0.0,0.0,0.0,116.0
yarp.csv,0.0,0.0,0.0,7.0,1261.0,5.0,14.0,31.0,250.0,3.0,79.0,22.0,82.0,0.0,2.0,181.0,0.0,7.0,1.0,116.0
