,f1,g,recall,precision,pf,wins
agilitybook.csv,0.255,0.395,0.355,0.245,0.295,4
alpine.csv,0.4,0.44499999999999995,0.69,0.405,0.62,12
enzo.csv,0.505,0.46,0.915,0.37,0.83,13
flylinkdc.csv,0.55,0.55,0.77,0.44499999999999995,0.645,19
fw4spl.csv,0.35,0.415,0.38,0.28500000000000003,0.325,7
grisbi.csv,0.485,0.39,0.9,0.36,0.88,9
jcae.csv,0.25,0.265,0.225,0.49,0.11499999999999999,8
jcl.csv,0.32999999999999996,0.41000000000000003,0.455,0.4,0.295,11
libarchive.csv,0.48,0.545,0.815,0.375,0.6799999999999999,16
mimosa.csv,0.5,0.53,0.7649999999999999,0.415,0.625,17
n2cms.csv,0.42,0.59,0.73,0.36,0.6,15
nabu-library.csv,0.28500000000000003,0.385,0.445,0.305,0.405,5
net-snmp.csv,0.41,0.52,0.655,0.29500000000000004,0.595,10
ossbuild.csv,0.395,0.44,0.395,0.45,0.235,14
quickfast.csv,0.48,0.595,0.815,0.43,0.655,18
tcvp.csv,0.0,0.0,0.0,0.0,0.0,0
vdsf.csv,0.445,0.345,0.765,0.325,0.84,6
virtuoso.csv,0.345,0.195,0.88,0.42,0.9,3
xbrlapi.csv,0.175,0.175,0.14500000000000002,0.385,0.04,2
yarp.csv,0.165,0.275,0.235,0.115,0.21500000000000002,1
