,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,0.97,0.7,0.66,0.0,0.95,0.59,0.84,0.88,0.63,0.61,0.53,0.53,0.53,0.69,0.75,0.96,0.49,0.49,0.83
alpine.csv,0.54,0.51,0.37,0.5,0.26,0.43,0.59,0.89,0.42,0.37,0.71,0.76,0.36,0.46,0.58,0.37,0.9,0.42,0.39,0.45
enzo.csv,0.4,0.39,0.38,0.38,0.26,0.4,0.31,0.4,0.42,0.41,0.33,0.42,0.37,0.4,0.46,0.34,0.37,0.37,0.36,0.45
flylinkdc.csv,0.37,0.56,0.46,0.43,0.27,0.45,0.5,0.48,0.57,0.44,0.41,0.53,0.42,0.48,0.79,0.4,0.46,0.37,0.5,0.51
fw4spl.csv,0.7,0.51,0.7,0.82,0.64,0.67,0.64,0.68,0.48,0.57,0.42,0.47,0.37,0.65,0.93,0.38,0.51,0.59,0.54,0.6
grisbi.csv,0.34,0.41,0.41,0.41,0.26,0.42,0.3,0.41,0.41,0.36,0.32,0.45,0.37,0.47,0.54,0.39,0.43,0.37,0.4,0.5
jcae.csv,0.0,0.94,0.54,0.97,0.67,0.76,0.62,0.49,0.0,0.73,0.92,0.8,0.92,0.83,0.85,0.96,0.0,0.94,0.8,0.0
jcl.csv,0.55,0.83,0.46,0.47,0.27,0.4,0.88,0.49,0.59,0.8,0.93,0.95,0.39,0.73,0.4,0.92,0.82,0.58,0.55,0.66
libarchive.csv,0.35,0.42,0.46,0.45,0.61,0.41,0.29,0.4,0.34,0.35,0.28,0.43,0.38,0.45,0.62,0.33,0.35,0.37,0.42,0.47
mimosa.csv,0.42,0.62,0.49,0.45,0.27,0.38,0.5,0.45,0.49,0.57,0.64,0.53,0.39,0.93,0.5,0.54,0.59,0.49,0.52,0.51
n2cms.csv,0.37,0.37,0.33,0.4,0.42,0.57,0.3,0.74,0.36,0.41,0.28,0.38,0.54,0.45,0.56,0.33,0.45,0.34,0.35,0.42
nabu-library.csv,0.41,0.4,0.85,0.66,0.87,0.67,0.73,0.81,0.6,0.63,0.79,0.43,0.43,0.89,0.53,0.51,0.6,0.45,0.5,0.96
net-snmp.csv,0.39,0.34,0.37,0.61,0.26,0.52,0.35,0.38,0.39,0.49,0.3,0.38,0.38,0.38,0.74,0.39,0.81,0.62,0.41,0.48
ossbuild.csv,0.62,0.82,0.5,0.63,0.99,0.49,0.89,0.77,0.99,0.86,0.83,0.97,0.49,0.66,0.77,0.93,0.94,0.91,0.94,0.79
quickfast.csv,0.4,0.44,0.36,0.42,0.42,0.35,0.29,0.4,0.36,0.43,0.29,0.38,0.44,0.42,0.44,0.46,0.42,0.37,0.33,0.48
tcvp.csv,0.0,0.67,0.8,0.0,0.0,0.8,0.0,0.94,0.5,0.0,0.0,0.0,0.71,0.75,0.56,0.0,0.0,0.0,0.89,0.0
vdsf.csv,0.43,0.45,0.45,0.44,0.99,0.51,0.36,0.87,0.44,0.42,0.35,0.43,0.85,0.58,0.92,0.44,0.44,0.58,0.45,0.46
virtuoso.csv,0.4,0.4,0.5,0.4,0.9,0.41,0.3,0.43,0.89,0.4,0.35,0.42,0.36,0.5,0.57,0.6,0.43,0.41,0.92,0.93
xbrlapi.csv,0.75,0.94,0.43,0.86,0.0,0.66,0.78,0.64,0.0,0.67,0.43,0.89,0.0,0.5,0.88,0.0,0.89,0.92,0.86,0.0
yarp.csv,0.95,0.83,0.78,0.83,0.0,0.62,0.95,0.85,0.0,0.77,0.0,0.97,0.5,0.56,0.79,0.0,0.39,0.73,0.88,0.0
