,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.39,0.46,0.4,0.99,0.56,0.2,0.23,0.36,0.6,0.38,0.59,0.5
gmerlin.csv,0.41,0.5,0.4,0.44,0.52,0.11,0.93,0.4,0.37,0.34,0.46,0.51
google-gears.csv,0.51,0.34,0.62,0.74,0.49,0.08,0.54,0.99,0.72,0.49,0.58,0.63
gstreamer.csv,0.48,0.43,0.63,0.56,0.56,0.12,0.52,0.61,0.98,0.39,0.54,0.6
lportal.csv,0.36,0.13,0.32,0.49,0.19,0.94,0.47,0.45,0.38,0.4,0.08,0.24
metacosm.csv,0.52,0.37,0.61,0.36,0.31,0.13,0.44,0.69,0.24,0.48,0.19,0.96
mplayer-ce.csv,0.44,0.2,0.59,0.7,0.52,0.07,0.43,0.8,0.69,0.51,0.97,0.47
openmeetings.csv,0.39,0.95,0.55,0.45,0.48,0.16,0.29,0.44,0.64,0.45,0.55,0.57
qgis.csv,0.41,0.52,0.98,0.59,0.45,0.14,0.24,0.54,0.61,0.44,0.57,0.69
skia.csv,0.3,0.37,0.43,0.3,0.37,0.09,0.29,0.37,0.07,0.98,0.22,0.29
wxcrp.csv,0.97,0.39,0.41,0.55,0.59,0.1,0.19,0.27,0.38,0.45,0.46,0.41
yafdotnet.csv,0.47,0.29,0.56,0.68,0.99,0.12,0.37,0.62,0.68,0.15,0.45,0.59
