,f1,g,recall,precision,pf,wins
adaptagrams.csv,0.245,0.365,0.32499999999999996,0.5,0.195,2
customsagetv.csv,0.255,0.28,0.24,0.5700000000000001,0.165,0
glas.csv,0.525,0.535,0.605,0.52,0.365,15
intact.csv,0.45999999999999996,0.49,0.495,0.555,0.345,14
japano.csv,0.515,0.43,0.775,0.445,0.82,6
jas.csv,0.345,0.325,0.28500000000000003,0.52,0.25,1
lazarus-ccr.csv,0.5549999999999999,0.46499999999999997,0.73,0.44499999999999995,0.67,11
officefloor.csv,0.3,0.405,0.385,0.5,0.22999999999999998,7
primefaces.csv,0.6,0.2,0.925,0.48,0.95,4
pustefix.csv,0.53,0.47,0.61,0.5,0.485,13
red5.csv,0.625,0.315,0.865,0.5,0.88,9
redshell.csv,0.41000000000000003,0.45,0.53,0.375,0.52,3
rohxel.csv,0.5249999999999999,0.43,0.505,0.53,0.37,12
roolo.csv,0.5449999999999999,0.46499999999999997,0.74,0.505,0.755,10
toped.csv,0.575,0.355,0.85,0.49,0.885,8
xreal.csv,0.355,0.33499999999999996,0.30000000000000004,0.5549999999999999,0.225,5
