,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.79,0.5,0.96,0.36,1.0,0.92,0.74,0.47,0.05,0.82,0.5,0.75,0.05,0.5,0.08,0.0
customsagetv.csv,0.61,0.25,0.96,0.5,0.68,0.92,0.53,0.29,0.07,0.9,0.9,0.67,0.06,0.67,0.16,0.5
glas.csv,0.57,0.41,0.95,0.32,0.8,0.97,0.78,0.28,0.05,0.91,0.47,0.27,0.06,0.57,0.12,0.6
intact.csv,0.67,0.52,0.96,0.56,0.79,0.95,0.64,0.32,0.05,0.78,0.55,0.33,0.05,0.71,0.2,0.52
japano.csv,0.5,0.39,0.96,0.3,0.77,0.98,0.55,0.22,0.02,0.78,0.54,0.35,0.04,0.39,0.08,0.59
jas.csv,0.56,0.33,0.96,0.3,0.77,0.93,0.56,0.33,0.03,0.73,0.7,0.38,0.13,0.56,0.32,0.48
lazarus-ccr.csv,0.47,0.68,0.97,0.28,0.81,0.92,0.61,0.28,0.04,0.84,0.42,0.36,0.03,0.39,0.04,0.76
officefloor.csv,0.56,0.57,0.96,0.46,1.0,0.91,0.77,0.33,0.07,0.92,0.5,0.25,0.03,0.46,0.0,0.5
primefaces.csv,0.52,0.46,0.96,0.28,0.79,0.94,0.58,0.27,0.03,0.85,0.5,0.33,0.03,0.4,0.06,0.83
pustefix.csv,0.58,0.5,0.95,0.34,0.8,0.92,0.57,0.5,0.02,0.85,0.77,0.46,0.04,0.4,0.06,0.45
red5.csv,0.52,0.5,0.96,0.29,0.79,0.93,0.75,0.26,0.04,0.84,0.43,0.26,0.03,0.5,0.04,0.63
redshell.csv,0.33,0.41,0.98,0.31,0.82,0.92,0.57,0.26,0.03,1.0,0.57,0.3,0.03,0.34,0.07,0.58
rohxel.csv,0.64,0.45,0.95,0.36,0.88,0.96,0.83,0.09,0.03,0.84,0.59,0.47,0.01,0.45,0.2,0.61
roolo.csv,0.45,0.43,0.97,0.29,0.71,0.92,0.56,0.24,0.03,0.89,0.63,0.64,0.04,0.44,0.07,0.6
toped.csv,0.51,0.5,0.96,0.28,0.77,0.93,0.59,0.26,0.02,1.0,0.48,0.35,0.03,0.4,0.05,0.61
xreal.csv,0.5,0.4,0.98,0.41,0.71,0.96,0.54,0.12,0.01,0.6,0.95,0.33,0.62,0.58,0.17,0.57
