,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,2.0,0.0,16.0,33.0,2.0,2.0,6.0,14.0,0.0,0.0
chaosrts.csv,6.0,3.0,4.0,115.0,2.0,4.0,9.0,14.0,1.0,0.0
lazarus-ccr.csv,4.0,0.0,65.0,74.0,1.0,3.0,7.0,74.0,0.0,2.0
linuxsh.csv,2.0,0.0,0.0,9.0,0.0,0.0,1.0,5.0,5.0,2.0
migen.csv,2.0,0.0,1.0,3.0,0.0,0.0,3.0,74.0,0.0,0.0
moviesandbox.csv,2.0,0.0,2.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0
sauerbraten.csv,0.0,0.0,15.0,3.0,1.0,1.0,0.0,11.0,1.0,0.0
scite-ru.csv,3.0,5.0,3.0,34.0,1.0,2.0,0.0,2.0,2.0,2.0
vrjuggler.csv,1.0,5.0,0.0,12.0,1.0,1.0,6.0,0.0,0.0,1.0
xuggle.csv,0.0,5.0,3.0,0.0,0.0,2.0,3.0,74.0,1.0,2.0
