,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.48,0.45,0.14,0.19,0.36,0.43,0.19,0.05,0.98,0.6
chaosrts.csv,0.76,0.71,0.29,0.2,0.72,0.6,0.45,0.36,0.76,0.99
lazarus-ccr.csv,0.52,0.98,0.0,0.13,0.23,0.33,0.07,0.0,0.43,0.6
linuxsh.csv,0.69,0.32,0.95,0.27,0.56,0.42,0.09,0.08,0.15,0.41
migen.csv,0.69,0.5,0.25,0.42,0.61,1.0,0.28,0.0,0.34,0.55
moviesandbox.csv,0.75,0.37,0.13,0.25,0.96,0.5,0.09,0.14,0.24,0.3
sauerbraten.csv,0.99,0.4,0.23,0.23,0.64,0.53,0.33,0.29,0.71,0.24
scite-ru.csv,0.7,0.5,0.11,0.26,0.26,0.57,0.9,0.14,0.37,0.86
vrjuggler.csv,0.22,0.2,0.18,0.18,0.15,0.43,0.27,0.93,0.38,0.5
xuggle.csv,0.18,0.43,0.31,0.89,0.31,0.33,0.34,0.0,0.7,0.37
