,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.82,0.66,0.46,0.63,0.94,0.38,0.43
encog-java.csv,0.89,0.17,0.89,0.05,0.94,0.77,0.49
galaxium.csv,0.48,0.43,0.29,0.3,0.16,0.38,0.97
h2database.csv,0.82,0.91,0.14,0.3,0.15,0.23,0.34
haphazard.csv,0.05,0.11,0.17,0.05,0.27,0.92,0.17
jaql.csv,0.73,0.7,0.6,0.98,0.81,0.54,0.86
raven-monitoring.csv,0.82,0.51,0.97,0.33,0.53,0.54,0.46
