,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.12,0.16,0.4,0.47,0.98,0.17,0.25
encog-java.csv,1.0,0.11,0.44,0.71,0.43,0.21,0.21
galaxium.csv,0.18,0.22,0.4,0.67,0.48,0.17,1.0
h2database.csv,0.19,1.0,0.33,0.67,0.54,0.14,0.48
haphazard.csv,0.07,0.25,0.46,0.29,0.65,1.0,0.25
jaql.csv,0.19,0.18,0.42,0.99,0.46,0.19,0.36
raven-monitoring.csv,0.14,0.14,1.0,0.41,0.35,0.22,0.24
