,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.45,0.52,0.53,0.5,0.71,0.63,0.6
encog-java.csv,0.97,0.99,0.44,0.86,0.59,0.48,0.52
galaxium.csv,0.62,0.7,0.76,0.81,0.9,0.57,0.62
h2database.csv,0.43,0.98,0.93,0.93,0.96,0.62,0.88
haphazard.csv,0.96,0.96,0.92,0.94,0.89,0.92,0.96
jaql.csv,0.46,0.49,0.5,0.57,0.65,0.33,0.48
raven-monitoring.csv,0.48,0.58,0.65,0.79,0.75,0.53,0.57
