,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.94,1.0,0.86,0.9,0.76,0.52,0.95,0.91,0.41,0.6,0.9,0.82,0.49
badtrinity-zero.csv,0.93,0.76,0.47,0.71,0.81,0.61,0.75,0.48,0.9,0.78,0.7,0.64,0.85
betoffice.csv,0.89,0.96,0.94,0.88,0.64,0.86,0.92,0.95,0.68,0.82,0.91,0.93,1.06
exordium.csv,0.64,0.78,0.61,0.65,0.72,0.61,0.3,0.57,0.75,0.5,0.64,0.63,0.56
fltk.csv,0.75,0.65,0.57,0.41,0.78,0.8,0.43,0.49,0.94,0.68,0.61,0.75,0.58
gabel.csv,0.67,0.9,0.69,0.62,0.92,0.38,0.37,0.53,0.59,0.25,0.6,0.59,0.67
genoviz.csv,0.71,1.0,0.81,0.91,0.98,0.7,0.79,0.86,0.84,0.76,0.87,1.0,0.11
irrlicht.csv,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.57,0.99,1.0
nug.csv,0.36,0.61,0.82,0.73,0.91,0.7,0.85,0.98,0.71,0.67,0.73,0.94,0.87
rezilla.csv,0.84,0.36,0.54,0.8,0.71,0.92,0.64,0.85,0.91,1.0,0.74,0.86,0.94
toped.csv,0.72,0.95,0.74,0.77,0.66,0.96,0.79,0.22,0.94,0.85,0.78,0.59,0.96
xmemcached.csv,0.92,1.0,0.9,0.65,0.71,0.33,0.98,0.89,0.68,0.99,0.89,0.77,0.89
zoolib.csv,0.63,0.8,0.69,0.57,0.79,0.64,0.5,0.59,0.77,0.42,0.65,0.39,0.52
