,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.06,0.0,0.16,0.12,0.31,0.57,0.05,0.1,0.76,0.5,0.1,0.19,1.0
badtrinity-zero.csv,0.82,0.26,0.67,0.8,0.27,0.61,0.68,0.82,0.36,0.25,0.59,0.65,0.6
betoffice.csv,0.94,0.89,0.92,0.67,0.64,0.35,0.58,0.45,0.76,0.75,0.86,0.84,0.6
exordium.csv,0.94,0.26,0.47,0.36,0.33,0.74,0.84,0.88,0.28,0.75,0.61,0.87,1.0
fltk.csv,0.94,0.42,0.48,0.68,0.29,0.78,0.74,0.57,0.88,1.0,0.57,0.26,1.0
gabel.csv,0.35,0.11,0.33,0.39,0.09,0.74,0.84,0.59,0.64,0.88,0.58,0.42,1.0
genoviz.csv,0.29,0.0,0.19,0.09,0.02,0.3,0.21,0.14,0.2,0.25,0.13,0.0,1.0
irrlicht.csv,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0
nug.csv,0.76,0.74,0.47,0.32,0.93,0.65,0.32,0.2,0.92,1.0,0.6,0.94,1.0
rezilla.csv,0.94,0.74,0.72,0.28,0.33,0.09,0.47,0.67,0.12,0.0,0.32,0.23,0.2
toped.csv,1.0,0.95,0.65,0.76,0.58,0.87,0.95,0.78,0.76,0.88,0.72,0.68,1.0
xmemcached.csv,0.94,1.0,0.81,0.82,0.71,0.74,0.95,0.94,0.76,1.0,0.88,0.97,1.0
zoolib.csv,0.41,0.21,0.33,0.45,0.42,0.7,0.63,0.61,0.6,0.62,0.42,0.68,0.6
