,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.88,0.78,0.64,0.57,0.82,0.75,0.72,0.74,0.42,0.8
chaosrts.csv,0.89,0.47,1.0,0.75,0.78,0.77,0.77,0.89,1.0,0.3
lazarus-ccr.csv,0.83,0.3,1.0,0.91,0.8,0.76,0.7,0.75,1.0,0.7
linuxsh.csv,0.7,0.78,0.57,0.83,0.69,0.72,1.0,0.94,0.86,0.93
migen.csv,0.5,0.82,0.67,0.49,0.49,0.48,0.95,0.94,0.85,0.68
moviesandbox.csv,0.54,0.79,0.57,0.57,0.49,0.56,0.91,0.94,0.86,0.66
sauerbraten.csv,0.36,0.52,1.0,0.8,0.91,0.9,0.94,1.0,0.82,0.9
scite-ru.csv,0.79,0.96,0.96,0.68,0.89,0.91,0.64,0.79,0.72,1.0
vrjuggler.csv,1.0,0.93,1.0,1.0,0.94,0.9,0.8,0.48,0.99,0.85
xuggle.csv,0.49,0.6,0.74,0.32,0.66,0.62,0.54,0.91,0.67,0.75
