,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.88,0.0,0.54,0.44,0.55,0.0,0.41,0.47,0.41,0.35,0.73,0.38,0.4,0.41,0.67,0.36,0.4,0.48,0.42,0.34
bibletime.csv,0.41,0.45,0.39,0.41,0.39,0.52,0.35,0.42,0.34,0.35,0.35,0.38,0.4,0.42,0.33,0.38,0.42,0.47,0.32,0.34
critterding.csv,0.54,0.6,0.39,0.49,0.46,0.52,0.38,0.46,0.43,0.43,0.38,0.49,0.43,0.5,0.3,0.38,0.43,0.48,0.35,0.39
etics.csv,0.83,0.61,0.56,0.68,0.47,0.51,0.9,0.66,0.38,0.42,0.45,0.45,0.47,0.86,0.57,0.44,0.8,0.68,0.43,0.41
fmri-dmt.csv,0.59,0.66,0.49,0.62,0.64,0.44,0.81,0.64,0.89,0.98,0.86,0.57,0.71,0.48,0.88,0.5,0.66,0.65,0.42,0.96
genecys.csv,0.48,0.49,0.46,0.54,0.46,0.63,0.45,0.55,0.48,0.39,0.75,0.4,0.47,0.61,0.35,0.51,0.78,0.57,0.38,0.38
genoviz.csv,0.98,0.75,0.8,0.89,0.83,0.69,0.75,0.96,0.53,0.94,0.52,0.77,0.59,0.75,0.92,0.52,0.86,0.86,0.78,0.75
kftpgrabber.csv,0.96,0.52,0.75,0.6,0.46,0.38,0.8,0.66,0.53,0.41,0.45,0.59,0.42,0.47,0.62,0.38,0.56,0.5,0.4,0.32
kvs.csv,0.57,0.52,0.53,0.68,0.95,0.79,0.6,0.65,0.67,0.75,0.57,0.59,0.9,0.52,0.33,0.93,0.73,0.9,0.34,0.59
mcore3d.csv,0.88,0.5,0.75,0.7,0.44,0.51,0.41,0.65,0.42,0.52,0.41,0.8,0.47,0.56,0.39,0.54,0.53,0.45,0.41,0.57
miranda.csv,0.0,0.0,0.58,0.62,0.78,0.0,0.51,0.65,0.33,0.41,0.0,0.59,0.55,0.42,0.8,0.51,0.42,0.52,0.45,0.37
modplug.csv,0.42,0.48,0.38,0.48,0.42,0.43,0.41,0.49,0.45,0.37,0.43,0.45,0.44,0.43,0.33,0.38,0.46,0.45,0.33,0.35
monetdb.csv,0.49,0.69,0.67,0.56,0.47,0.96,0.86,0.97,0.75,0.44,0.62,0.54,0.48,0.64,0.88,0.86,0.62,0.65,0.86,0.52
netatalk.csv,0.88,0.59,0.42,0.49,0.64,0.46,0.41,0.51,0.43,0.45,0.39,0.38,0.56,0.59,0.39,0.36,0.51,0.56,0.4,0.36
ogrehg.csv,0.99,0.62,0.53,0.61,0.45,0.41,0.71,0.52,0.41,0.43,0.42,0.41,0.46,0.8,0.43,0.42,0.68,0.58,0.31,0.35
passwordsafe.csv,0.54,0.56,0.4,0.51,0.44,0.48,0.46,0.5,0.4,0.4,0.4,0.47,0.45,0.46,0.34,0.37,0.59,0.5,0.34,0.38
projecteqemu.csv,0.48,0.7,0.52,0.66,0.61,0.42,0.75,0.61,0.35,0.43,0.45,0.47,0.5,0.4,0.43,0.44,0.7,0.69,0.32,0.36
reactos-mirror.csv,0.58,0.53,0.4,0.52,0.44,0.54,0.52,0.46,0.38,0.38,0.41,0.44,0.45,0.42,0.32,0.44,0.56,0.52,0.33,0.35
xbplayer.csv,0.66,0.62,0.67,0.52,0.56,0.5,0.8,0.53,0.39,0.58,0.4,0.43,0.38,0.5,0.5,0.45,0.73,0.48,0.33,0.34
xmoto.csv,0.43,0.0,0.52,0.58,0.67,0.45,0.4,0.5,0.35,0.42,0.75,0.61,0.43,0.42,0.48,0.42,0.52,0.47,0.58,0.49
