,recall,precision,pf,pci_20,ifa,wins
acegisecurity.csv,0.78,0.39,0.59,0.47,1.0,4
amateur-scrolls.csv,0.33,0.5,0.16,0.62,2.0,9
biopax.csv,1.0,0.37,0.95,0.42,0.0,5
crux-framework.csv,0.15,0.39,0.11,0.88,1.0,12
exl.csv,0.5,0.43,0.44,0.47,2.0,2
ikvm.csv,0.39,0.3,0.66,0.67,1.0,1
irrlicht.csv,1.0,0.36,1.0,0.4,2.0,0
les-indemodables.csv,0.64,0.4,0.47,0.39,0.0,7
lportal.csv,0.14,0.47,0.06,0.86,2.0,13
ns-3-dev-def-routing.csv,0.67,0.45,0.38,0.55,0.0,14
qpe.csv,0.49,0.53,0.32,0.54,3.0,6
sigil.csv,0.67,0.45,0.38,0.49,1.0,10
ultimairis.csv,0.68,0.52,0.48,0.5,1.0,11
unflobtactical.csv,0.81,0.43,0.59,0.48,2.0,3
xbg.csv,0.12,0.33,0.17,0.86,1.0,8
