,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,97.5,99.0,688.0,187.0,98.5,197.5,197.5,99.0,465.0,92.5
jmule.csv,97.5,99.0,73.5,187.0,98.5,197.5,98.5,99.0,743.5,95.5
nosleepsoftware.csv,97.5,98.5,99.0,0.0,262.5,89.5,131.0,1438.5,10241.0,98.5
open-ms.csv,97.5,99.0,93.5,187.0,98.5,480.0,96.5,99.0,3548.0,98.5
qgo.csv,97.5,99.0,190.0,187.0,98.5,197.5,197.5,99.0,5913.0,98.5
rezilla.csv,97.5,99.0,198.0,187.0,279.0,98.5,98.5,99.0,8404.0,95.5
riff-evolve.csv,95.5,99.0,772.0,187.0,98.5,195.5,98.5,99.0,281.0,0.0
uwom.csv,95.5,204.5,93.5,187.0,94.5,294.0,116.0,99.0,1326.5,95.5
virtuoso.csv,97.5,99.0,198.0,187.0,197.5,197.5,188.0,99.0,7915.5,95.5
yield.csv,97.5,99.0,93.5,187.0,98.5,197.5,197.5,99.0,2091.5,98.5
