,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.29,0.36,0.99,0.09,0.09,0.71,0.91,0.33,0.58,0.18,0.67,0.8,0.0,0.52,0.1,0.87,0.7
cubefs.csv,0.67,0.34,1.0,0.03,0.06,0.75,0.92,0.42,0.6,0.24,0.81,0.78,0.03,0.5,0.03,0.75,0.69
gwanted.csv,0.33,0.46,1.0,0.18,0.25,0.93,0.85,0.44,0.77,0.38,0.67,0.78,0.0,0.0,0.08,0.0,0.75
iaml.csv,0.15,0.38,1.0,0.17,0.19,0.53,1.0,0.35,0.75,0.21,0.67,0.45,0.0,0.61,0.06,0.82,0.86
java-gnome.csv,0.47,0.39,0.98,0.11,0.07,0.67,0.8,0.21,0.41,0.16,0.92,0.96,0.05,0.73,0.05,0.68,0.69
mecat.csv,0.92,0.64,1.0,0.27,0.22,0.75,1.0,0.42,0.33,0.42,0.0,1.0,0.0,0.0,0.27,0.0,0.73
mvdsv.csv,1.0,0.54,1.0,0.29,0.67,1.0,0.82,0.68,0.5,0.07,0.75,0.78,0.0,0.0,0.12,0.5,0.8
openwbem.csv,0.37,0.55,0.99,0.13,0.15,0.7,0.79,0.31,0.7,0.33,0.71,0.79,0.03,0.67,0.05,0.63,0.84
orc.csv,0.0,0.59,1.0,0.3,0.33,0.46,0.85,0.39,0.41,0.22,0.67,0.5,0.0,0.0,0.08,0.5,0.78
plato.csv,0.28,0.36,0.99,0.08,0.09,0.66,0.95,0.38,0.61,0.21,0.61,0.88,0.02,0.56,0.06,0.69,0.69
rodin-b-sharp.csv,1.0,0.53,0.96,0.38,0.11,0.77,0.81,0.77,0.5,0.12,0.85,0.84,0.0,0.0,0.02,0.55,0.53
ta3d.csv,0.65,0.27,1.0,0.15,0.0,0.71,0.73,0.31,0.62,0.26,0.87,0.92,0.0,0.0,0.04,0.5,0.72
tycho.csv,0.12,0.36,0.97,0.19,0.0,0.72,0.9,0.18,0.68,0.33,0.66,0.77,0.08,0.81,0.07,0.4,0.73
umber.csv,0.81,0.42,0.98,0.1,0.1,0.65,0.84,0.38,0.58,0.16,0.7,0.8,0.02,0.46,0.05,0.65,0.69
vienna-add-in.csv,0.34,0.35,0.97,0.07,0.0,0.78,0.86,0.25,0.57,0.19,0.79,0.6,0.03,0.61,0.03,0.64,0.66
wpdev.csv,0.26,0.36,1.0,0.1,0.09,0.66,0.84,0.36,0.55,0.15,0.69,0.77,0.02,0.56,0.05,0.63,0.68
