,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,2.0,0.0,0.0,1.0,10.0,16.0,32.0,1.0,0.0,25.0,3.0,0.0
baadengine.csv,0.0,0.0,3.0,0.0,49.0,8.0,5.0,5.0,1.0,1.0,1.0,0.0
chaosrts.csv,1.0,0.0,0.0,0.0,23.0,4.0,13.0,22.0,2.0,11.0,0.0,2.0
chaperon.csv,621.0,0.0,2.0,1.0,49.0,0.0,155.0,70.0,4.0,2.0,0.0,51.0
empyrean.csv,0.0,0.0,5.0,0.0,10.0,5.0,5.0,4.0,0.0,7.0,2.0,1.0
hydrate.csv,0.0,1.0,1.0,1.0,16.0,2.0,3.0,10.0,1.0,9.0,1.0,0.0
jaxlib.csv,1.0,1.0,67.0,0.0,0.0,51.0,2.0,70.0,74.0,161.0,0.0,51.0
joustsim.csv,1.0,1.0,6.0,0.0,9.0,1.0,30.0,0.0,0.0,4.0,0.0,0.0
loki-lib.csv,1.0,0.0,2.0,0.0,15.0,17.0,30.0,13.0,0.0,1.0,1.0,1.0
owlapi.csv,0.0,106.0,1.0,0.0,49.0,51.0,0.0,2.0,74.0,9.0,0.0,0.0
pamguard.csv,0.0,0.0,7.0,0.0,49.0,0.0,11.0,9.0,3.0,9.0,0.0,3.0
poormans.csv,0.0,0.0,6.0,1.0,8.0,4.0,18.0,2.0,1.0,0.0,0.0,1.0
