,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.98,0.86,0.6,0.49,0.48,0.76,0.76,0.62,0.67,0.7,0.54,0.56
baadengine.csv,0.44,0.45,0.34,0.3,0.33,0.47,0.47,0.41,0.8,0.41,0.38,0.34
chaosrts.csv,0.42,0.42,0.4,0.29,0.29,0.38,0.49,0.45,0.43,0.4,0.4,0.36
chaperon.csv,0.0,0.67,0.86,0.86,0.5,0.75,0.0,0.67,0.88,0.86,0.5,0.0
empyrean.csv,0.8,0.52,0.48,0.42,0.73,0.86,0.62,0.53,0.65,0.59,0.57,0.7
hydrate.csv,0.69,0.88,0.46,0.35,0.32,0.62,0.55,0.43,0.8,0.57,0.42,0.39
jaxlib.csv,0.95,0.75,0.0,0.67,0.5,0.0,0.67,0.0,0.0,0.0,0.0,0.67
joustsim.csv,0.57,0.68,0.39,0.71,0.52,0.78,0.62,0.82,0.68,0.51,0.93,0.5
loki-lib.csv,0.55,0.46,0.35,0.36,0.34,0.47,0.56,0.45,0.59,0.45,0.43,0.33
owlapi.csv,0.95,0.0,0.75,0.83,0.0,0.8,0.92,0.67,0.0,0.94,0.91,0.67
pamguard.csv,0.61,0.62,0.43,0.46,0.43,0.86,0.56,0.62,0.6,0.55,0.81,0.56
poormans.csv,0.7,0.93,0.5,0.48,0.39,0.75,0.53,0.58,0.89,0.7,0.51,0.62
