,ifa
exist.csv,0.0
proftp.csv,1.0
rtrt-on-gpu.csv,0.0
matrex.csv,0.0
amateur-scrolls.csv,2.0
ossbuild.csv,0.0
st-filteredstatistics.csv,1.0
pokenetonline.csv,0.0
java-gnome.csv,0.0
unflobtactical.csv,1.0
archive-crawler.csv,1.0
freedom-erp.csv,2.0
miranda-icq.csv,2.0
silvertree.csv,0.0
projectfactory.csv,0.0
autat.csv,1.0
quarkplusplus.csv,0.0
stemkit.csv,77.0
foursquared.csv,1.0
jasperreports.csv,46.0
m-a-d-n-e-s-s.csv,3.0
roolo.csv,2.0
frogatto.csv,0.0
mimosa.csv,0.0
amygdala.csv,2.0
irrlicht.csv,0.0
lcfizvtop.csv,3.0
grisbi.csv,0.0
elynx.csv,59.0
alpine.csv,9.0
mumble.csv,0.0
t-2.csv,94.0
jaolt.csv,0.0
libmesh.csv,0.0
all-plasm.csv,0.0
acdk.csv,1.0
bwapi.csv,2.0
modellus.csv,0.0
micomt.csv,0.0
mp-rechnungs-und-kundenverwaltung.csv,2.0
tcvp.csv,82.0
xstore.csv,1.0
bdbbasic.csv,2.0
tart.csv,9.0
echongl.csv,0.0
snakeyaml.csv,1.0
wheat.csv,0.0
dspace-gsoc.csv,4.0
yarp.csv,2.0
boost.csv,1.0
qse.csv,2.0
quarkplayer.csv,2.0
open-data-kit.csv,0.0
yafdotnet.csv,0.0
impala.csv,1.0
avisynth2.csv,27.0
xreal.csv,20.0
tycho.csv,62.0
nabu-library.csv,1.0
freewrl.csv,0.0
roller.csv,0.0
zabbix.csv,0.0
turbotrader-bos.csv,5.0
xpontus.csv,14.0
cascading.csv,0.0
omseek.csv,14.0
kindb.csv,1.0
panda3d.csv,6.0
gusanos.csv,0.0
truevision.csv,0.0
