,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.45,0.37,0.31,0.33,0.26,0.67,0.36,0.39,0.1,0.39,0.59,0.15,0.22,0.21,0.78,0.18,0.74,0.57
buddata-ebxml-registry.csv,0.63,0.74,0.29,0.22,0.3,0.74,0.62,0.56,0.46,0.29,0.53,0.2,0.45,0.32,0.91,0.42,0.76,0.96
co-ode-owl-plugins.csv,0.63,0.6,0.36,0.34,0.27,0.74,0.5,0.52,0.24,0.72,0.64,0.16,0.46,0.08,0.56,0.22,0.36,0.77
firebreath.csv,0.42,0.55,0.32,0.23,0.28,0.7,0.63,0.61,0.34,0.24,0.42,0.27,0.49,0.1,0.78,0.46,0.65,0.4
gretl.csv,0.58,0.81,0.34,0.27,0.32,0.69,0.63,0.51,0.44,0.34,0.56,0.2,0.48,0.23,0.82,0.5,0.58,0.85
konversation.csv,0.26,0.53,0.29,0.47,0.29,0.56,0.43,0.57,0.26,0.36,0.16,0.19,0.49,0.23,0.57,0.44,0.4,0.3
lazarus-ccr.csv,0.8,0.51,0.29,0.08,0.18,0.53,0.56,0.44,0.32,0.46,0.23,0.24,0.53,0.37,0.9,0.39,0.72,0.42
linuxsh.csv,0.45,0.55,0.47,0.41,0.15,0.67,0.42,0.3,0.0,0.44,0.58,0.17,0.07,0.0,0.3,0.32,0.31,0.66
migen.csv,0.44,0.52,0.25,0.32,0.36,0.68,0.65,0.35,0.09,0.51,0.62,0.19,0.15,0.09,0.44,0.28,0.26,0.58
moviesandbox.csv,0.51,0.74,0.33,0.35,0.24,0.72,0.52,0.54,0.13,0.42,0.56,0.2,0.37,0.11,0.37,0.33,0.33,0.78
mvnforum.csv,0.08,0.29,0.3,0.0,0.26,0.73,0.46,0.37,0.09,0.71,0.57,0.16,0.47,0.3,0.75,0.35,0.59,0.47
ontomorphtab.csv,0.44,0.8,0.31,0.32,0.37,0.71,0.6,0.57,0.46,0.13,0.47,0.34,0.29,0.26,0.7,0.5,0.51,0.66
opengs.csv,0.28,0.36,0.29,0.39,0.34,0.67,0.34,0.39,0.17,0.29,0.7,0.25,0.32,0.0,0.64,0.39,0.55,0.42
plplot.csv,0.38,0.37,0.31,0.0,0.28,0.72,0.63,0.28,0.17,0.28,0.58,0.13,0.48,0.12,0.63,0.51,0.51,0.45
scite-ru.csv,0.62,0.75,0.39,0.24,0.23,0.73,0.61,0.52,0.48,0.31,0.68,0.21,0.43,0.34,0.65,0.47,0.53,0.8
tokratan.csv,0.25,0.43,0.34,0.44,0.36,0.67,0.59,0.35,0.17,0.09,0.58,0.34,0.44,0.12,0.75,0.53,0.53,0.49
vrjuggler.csv,0.12,0.42,0.0,0.33,0.04,0.33,0.26,0.15,0.18,0.45,0.18,0.06,0.16,0.49,0.03,0.08,0.02,0.4
xuggle.csv,0.59,0.49,0.28,0.36,0.42,0.65,0.49,0.5,0.45,0.17,0.67,0.32,0.52,0.11,0.72,0.44,0.67,0.75
