,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.38,0.79,0.44,0.78,0.48,0.44,0.64,0.54,0.79,0.45,0.35,0.45,0.61,0.42,0.35,0.74,0.52,0.5
buddata-ebxml-registry.csv,0.35,0.42,0.44,0.42,0.5,0.4,0.32,0.41,0.34,0.38,0.37,0.41,0.31,0.37,0.45,0.51,0.45,0.34
co-ode-owl-plugins.csv,0.53,0.5,0.65,0.62,0.61,0.41,0.45,0.58,0.75,0.94,0.39,0.43,0.39,0.9,0.68,0.92,0.71,0.42
firebreath.csv,0.64,0.44,0.44,0.46,0.57,0.38,0.38,0.47,0.88,0.57,0.45,0.48,0.38,0.71,0.41,0.61,0.46,0.65
gretl.csv,0.38,0.4,0.43,0.48,0.57,0.41,0.38,0.47,0.52,0.52,0.43,0.42,0.38,0.64,0.43,0.46,0.52,0.39
konversation.csv,0.86,0.56,0.82,0.5,0.82,0.6,0.5,0.48,0.94,0.85,0.95,0.49,0.46,0.89,0.65,0.8,0.75,0.93
lazarus-ccr.csv,0.5,0.5,0.44,0.72,0.53,0.67,0.41,0.65,0.66,0.74,0.71,0.47,0.36,0.46,0.45,0.71,0.48,0.68
linuxsh.csv,0.59,0.75,0.59,0.68,0.95,0.38,0.79,0.89,0.67,0.83,0.37,0.5,0.92,0.0,0.96,0.8,0.97,0.5
migen.csv,0.5,0.63,0.81,0.55,0.72,0.42,0.46,0.69,0.0,0.85,0.54,0.49,0.89,0.86,0.65,0.88,0.93,0.6
moviesandbox.csv,0.59,0.51,0.89,0.51,0.78,0.4,0.58,0.56,0.89,0.87,0.58,0.52,0.44,0.67,0.92,0.73,0.92,0.46
mvnforum.csv,0.0,0.85,0.59,0.89,0.86,0.47,0.77,0.97,0.0,0.92,0.73,0.97,0.48,0.77,0.63,0.69,0.66,0.78
ontomorphtab.csv,0.38,0.4,0.41,0.4,0.51,0.38,0.34,0.41,0.35,0.39,0.39,0.46,0.42,0.52,0.36,0.44,0.4,0.42
opengs.csv,0.8,0.89,0.47,0.62,0.63,0.39,0.52,0.58,0.67,0.67,0.61,0.68,0.44,0.0,0.52,0.73,0.56,0.68
plplot.csv,0.62,0.69,0.51,0.8,0.94,0.4,0.52,0.95,0.67,0.77,0.51,0.87,0.62,0.62,0.49,0.64,0.52,0.71
scite-ru.csv,0.38,0.46,0.46,0.52,0.58,0.38,0.43,0.47,0.71,0.53,0.44,0.45,0.33,0.38,0.47,0.54,0.55,0.47
tokratan.csv,0.88,0.62,0.53,0.65,0.73,0.38,0.43,0.75,0.5,0.75,0.88,0.73,0.37,0.82,0.4,0.51,0.5,0.61
vrjuggler.csv,0.88,0.78,0.0,0.89,0.8,0.88,0.9,0.94,0.92,0.95,0.92,0.94,0.74,0.57,0.75,0.8,0.0,0.82
xuggle.csv,0.44,0.61,0.43,0.67,0.69,0.38,0.45,0.46,0.43,0.55,0.49,0.66,0.36,0.68,0.47,0.52,0.4,0.45
