,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.51,0.17,0.96,0.55,0.21,0.24,0.22,0.75,0.2,0.33,0.22,0.6,0.31,0.11,0.15,0.74,0.2,0.33,0.26
dspace-gsoc.csv,1.0,0.56,0.33,0.84,0.43,0.53,0.44,0.58,0.35,0.26,0.56,0.4,1.0,0.38,0.52,0.25,0.6,0.36,0.58
grisbi.csv,1.0,0.83,0.92,0.92,0.93,0.71,0.67,1.0,0.95,0.98,0.78,1.0,1.0,0.65,0.82,0.84,1.0,0.92,1.0
maidsafe-dht.csv,0.23,0.1,0.38,0.05,0.86,0.41,0.15,0.33,0.07,0.08,0.0,0.4,0.03,0.06,0.15,0.25,0.0,0.19,0.0
mesa3d.csv,0.25,0.1,0.29,0.22,0.43,0.29,0.3,0.25,0.39,0.42,0.44,0.0,0.22,0.32,0.33,0.87,0.2,0.14,0.21
n2cms.csv,0.54,0.94,0.42,0.22,0.57,0.24,0.48,0.75,0.51,0.62,0.11,0.6,0.25,0.46,0.53,0.46,0.6,0.17,0.16
nassp.csv,0.3,0.29,0.25,0.18,0.5,0.24,0.27,0.92,0.61,0.26,0.0,0.4,0.14,0.2,0.11,0.14,0.2,0.17,0.37
ninject.csv,0.01,0.17,0.08,0.01,0.29,0.0,0.11,0.17,0.12,0.03,0.0,0.4,0.14,0.02,0.08,0.0,0.8,0.0,0.05
nug.csv,0.65,0.25,0.5,0.66,0.36,0.94,0.4,0.17,0.19,0.21,0.11,0.2,0.03,0.26,0.43,0.52,0.4,0.25,0.21
nuttx.csv,0.68,0.73,0.79,1.0,0.57,0.65,0.74,0.83,0.81,0.8,1.0,0.8,0.78,0.72,0.54,0.62,0.8,0.83,0.89
oorexx.csv,0.0,0.38,0.5,0.17,0.71,0.35,0.45,0.58,0.53,0.59,0.89,0.8,0.69,0.51,0.47,0.06,0.2,0.94,0.47
oppna-program-hsatools.csv,1.0,0.98,0.92,0.77,1.0,0.82,0.96,1.0,0.99,0.86,0.0,0.8,1.0,0.75,0.87,0.94,1.0,0.92,1.0
redshell.csv,1.0,0.96,1.0,0.99,0.86,1.0,1.0,0.92,0.61,0.92,1.0,1.0,0.97,0.85,0.84,0.81,1.0,0.94,0.42
super-tux.csv,1.0,0.67,1.0,1.0,0.93,1.0,0.96,1.0,0.49,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,1.0,0.74
tart.csv,0.06,0.02,0.12,0.01,0.0,0.0,0.03,0.0,0.01,0.02,0.0,1.0,0.0,0.0,0.04,0.0,0.2,0.0,0.05
tcvp.csv,0.03,0.08,0.17,0.02,0.0,0.0,0.14,0.08,0.11,0.08,1.0,0.2,0.06,0.11,0.1,0.14,0.2,0.03,0.11
vdsf.csv,0.86,0.94,0.96,0.96,1.0,1.0,0.95,1.0,0.97,1.0,1.0,1.0,0.97,1.0,0.97,0.96,0.8,1.0,0.84
web-cat.csv,0.01,0.06,0.0,0.03,0.21,0.47,0.23,0.33,0.32,0.12,0.11,0.4,0.03,0.43,0.19,0.04,0.2,0.31,0.89
zabbix.csv,0.81,0.73,0.83,0.45,0.79,0.82,0.75,0.92,0.62,0.86,0.44,0.6,0.53,0.98,0.66,0.78,0.4,0.72,0.74
