,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.5,0.89,0.78,0.68,0.69,0.89,0.74,0.48,0.95,0.59,0.6,0.66,0.64,0.83,0.82,0.5,0.83,0.76,0.69
dspace-gsoc.csv,0.26,0.42,0.68,0.59,0.5,0.52,0.55,0.57,0.56,0.83,0.38,0.46,0.39,0.74,0.53,0.79,0.59,0.73,0.4
grisbi.csv,0.26,0.36,0.45,0.55,0.39,0.3,0.4,0.33,0.39,0.32,0.34,0.35,0.29,0.32,0.41,0.39,0.39,0.39,0.31
maidsafe-dht.csv,0.99,0.86,0.5,0.87,0.85,0.67,0.75,0.64,0.86,0.8,0.5,0.68,0.5,0.75,0.62,0.98,0.0,0.86,0.5
mesa3d.csv,0.99,0.92,0.8,0.86,0.78,0.65,0.77,0.91,0.63,0.66,0.95,0.9,0.9,0.97,0.88,0.86,0.73,0.9,0.82
n2cms.csv,0.51,0.64,0.61,0.83,0.55,0.89,0.51,0.44,0.56,0.38,0.78,0.4,0.79,0.49,0.44,0.48,0.78,0.8,0.89
nassp.csv,0.63,0.7,0.74,0.76,0.61,0.53,0.52,0.75,0.55,0.65,0.0,0.52,0.88,0.79,0.75,0.95,0.67,0.88,0.56
ninject.csv,0.94,0.91,0.83,0.0,0.82,0.5,0.95,0.8,0.92,0.5,0.0,0.9,0.89,0.0,0.88,0.5,0.75,0.0,0.5
nug.csv,0.37,0.94,0.66,0.76,0.96,0.82,0.87,0.86,0.96,0.96,0.96,0.88,0.0,0.96,0.89,0.79,0.9,0.83,0.92
nuttx.csv,0.31,0.43,0.55,0.61,0.46,0.51,0.54,0.39,0.43,0.37,0.37,0.47,0.35,0.36,0.52,0.49,0.41,0.42,0.33
oorexx.csv,0.95,0.58,0.56,0.98,0.5,0.41,0.56,0.52,0.57,0.38,0.36,0.42,0.42,0.37,0.61,0.97,0.67,0.5,0.46
oppna-program-hsatools.csv,0.26,0.38,0.46,0.55,0.41,0.33,0.45,0.35,0.42,0.3,0.0,0.37,0.29,0.43,0.46,0.45,0.38,0.4,0.32
redshell.csv,0.26,0.37,0.44,0.54,0.38,0.38,0.47,0.36,0.52,0.31,0.36,0.35,0.3,0.36,0.41,0.47,0.38,0.4,0.39
super-tux.csv,0.26,0.38,0.44,0.53,0.39,0.38,0.44,0.36,0.42,0.35,0.36,0.34,0.29,0.36,0.44,0.47,0.46,0.38,0.28
tart.csv,0.92,0.0,0.67,0.5,0.5,0.0,0.8,0.0,0.67,0.0,0.8,0.8,0.0,0.0,0.75,0.5,0.8,0.0,0.5
tcvp.csv,0.96,0.92,0.91,0.75,0.67,0.75,0.96,0.67,0.92,0.83,0.89,0.86,0.67,0.88,0.91,0.97,0.5,0.0,0.88
vdsf.csv,0.99,0.38,0.45,0.55,0.4,0.38,0.47,0.36,0.4,0.35,0.39,0.35,0.3,0.36,0.45,0.48,0.39,0.38,0.37
web-cat.csv,0.5,0.89,0.67,0.88,0.94,0.78,0.98,0.65,0.8,0.88,0.85,0.71,0.67,0.46,0.79,0.88,0.5,0.53,0.65
zabbix.csv,0.35,0.45,0.43,0.63,0.51,0.42,0.49,0.47,0.44,0.38,0.64,0.42,0.44,0.68,0.55,0.51,0.6,0.48,0.31
