,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.71,0.78,1.0,0.62,0.84,0.72,0.75,0.81,0.96,0.06,0.94,0.8,0.78,0.88,0.61,1.12,0.88
botsnscouts.csv,0.82,0.69,0.94,0.72,0.74,0.95,0.04,0.94,0.69,1.0,0.88,0.87,0.61,0.85,0.72,0.74,0.91
cities3d.csv,0.9,0.91,0.65,0.05,0.58,0.97,0.8,0.76,0.68,0.59,0.91,0.92,0.88,1.0,0.7,1.31,0.84
dynalloy.csv,0.02,0.47,1.06,0.59,0.6,0.75,0.68,0.63,0.99,0.82,0.74,0.67,0.79,0.58,0.6,0.82,0.73
electric-core.csv,0.85,0.09,0.57,0.64,0.8,0.8,0.72,0.79,0.57,0.72,0.69,0.73,0.88,0.68,0.7,1.34,0.72
findbugs.csv,0.8,0.48,0.93,0.57,0.55,0.83,0.89,0.84,0.75,0.86,0.79,0.86,0.63,0.82,0.07,1.02,0.75
img-browse-sort.csv,0.68,0.81,1.0,0.85,0.82,0.35,0.69,0.98,0.95,0.66,0.68,0.67,0.03,1.0,0.83,0.35,0.95
jparsec.csv,0.65,0.64,0.62,0.58,0.74,0.63,0.6,0.73,0.65,0.65,0.71,0.04,0.7,0.62,0.77,0.96,0.86
moast.csv,0.66,0.51,1.01,0.76,0.47,0.51,0.83,0.91,0.78,0.84,0.94,0.68,0.74,0.63,0.71,0.0,0.81
mptvseries.csv,0.56,0.49,0.81,0.48,0.03,0.63,0.64,0.62,0.94,0.81,0.77,0.64,1.0,0.69,0.55,0.62,0.81
mvnforum.csv,0.79,0.91,1.02,0.87,0.9,0.17,0.9,1.0,0.95,0.95,0.93,0.65,1.0,0.94,0.91,0.61,0.98
nosleepsoftware.csv,0.98,0.68,0.12,0.67,0.92,0.91,0.74,0.72,0.84,0.63,0.82,0.89,0.64,0.71,0.74,1.04,0.67
ogre.csv,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0
openfrag.csv,0.63,0.62,0.77,0.82,0.71,0.78,0.58,0.61,1.11,0.56,0.03,0.68,0.57,0.7,0.82,0.69,0.69
qdvdauthor.csv,0.82,0.68,0.64,0.96,0.97,0.55,0.78,0.72,0.65,0.77,0.6,0.6,0.8,0.03,0.9,0.84,0.66
sumatrapdf.csv,0.65,0.51,1.0,0.43,0.66,0.64,0.51,0.06,1.12,0.51,0.43,0.61,0.57,0.65,0.55,0.63,0.55
zxing.csv,0.79,0.65,0.77,0.65,0.73,0.88,0.73,1.0,0.71,0.6,0.91,0.77,0.96,0.58,0.79,1.24,0.0
