,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.35,0.23,0.0,0.38,0.16,0.44,0.26,0.19,0.18,0.94,0.06,0.2,0.23,0.2,0.54,0.1,0.14
botsnscouts.csv,0.19,0.38,0.06,0.49,0.37,0.06,0.96,0.06,0.31,0.0,0.15,0.13,0.54,0.18,0.32,0.26,0.12
cities3d.csv,0.81,0.09,0.75,0.95,0.74,0.72,0.63,0.32,0.54,0.69,0.09,0.76,0.38,0.9,0.61,0.11,0.54
dynalloy.csv,0.98,0.6,0.0,0.57,0.42,0.61,0.33,0.55,0.14,0.19,0.29,0.58,0.23,0.55,0.5,0.34,0.36
electric-core.csv,0.73,0.91,0.88,0.65,0.63,0.61,0.74,0.32,0.74,0.81,0.64,0.49,0.38,0.75,0.64,0.1,0.88
findbugs.csv,0.56,0.66,0.44,0.46,0.74,0.22,0.15,0.16,0.44,0.19,0.21,0.31,0.38,0.65,0.93,0.52,0.34
img-browse-sort.csv,0.38,0.37,0.0,0.16,0.21,0.78,0.33,0.03,0.05,0.5,0.33,0.38,1.0,0.0,0.21,0.65,0.05
jparsec.csv,0.52,0.8,0.5,0.81,0.37,0.61,0.56,0.61,0.59,0.75,0.73,0.96,0.38,0.68,0.57,0.45,0.43
moast.csv,0.58,0.6,0.56,0.7,0.74,0.72,0.19,0.68,0.4,0.31,0.68,0.64,0.31,0.75,0.43,1.0,0.27
mptvseries.csv,0.5,0.55,0.25,0.76,1.0,0.5,0.37,0.39,0.21,0.25,0.23,0.53,0.0,0.45,0.5,0.99,0.21
mvnforum.csv,0.21,0.1,0.0,0.14,0.11,0.83,0.11,0.0,0.05,0.06,0.08,0.38,0.0,0.08,0.11,0.39,0.02
nosleepsoftware.csv,0.02,0.39,0.88,0.35,0.11,0.11,0.26,0.29,0.32,0.38,0.2,0.11,0.46,0.3,0.29,0.03,0.36
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openfrag.csv,0.67,0.63,0.56,0.89,1.0,0.89,0.63,0.77,0.52,0.62,0.97,0.78,0.85,0.88,0.82,0.99,0.77
qdvdauthor.csv,0.33,0.67,0.5,0.08,0.05,0.67,0.22,0.71,0.59,0.38,0.53,0.53,0.54,0.98,0.18,0.17,0.45
sumatrapdf.csv,0.54,0.55,0.06,0.68,0.68,0.67,0.56,0.94,0.5,0.69,0.65,0.84,0.54,0.62,0.79,0.69,0.5
zxing.csv,0.42,0.73,0.94,0.54,0.74,0.28,0.3,0.0,0.5,0.69,0.55,0.31,0.23,0.75,0.57,0.14,1.0
