,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.64,0.72,1.17,0.97,0.49,0.58,0.8,0.75,0.58,0.52,0.59,0.69,0.67,0.56,0.72,0.79,0.42,0.55,0.64,1.2
blogentis.csv,0.76,0.78,0.76,0.89,1.03,0.76,0.44,0.77,1.07,0.26,0.65,0.51,0.97,0.41,0.88,0.7,0.77,0.87,0.88,1.04
carabiner.csv,0.83,0.93,0.94,0.86,0.35,0.83,0.62,0.61,0.92,0.51,0.81,0.76,0.79,0.84,0.8,0.55,0.69,0.4,0.73,0.63
continuum-ide.csv,1.0,0.74,1.0,0.81,1.07,0.74,0.76,0.84,1.02,0.13,0.63,0.81,0.85,0.73,0.37,0.63,0.84,0.82,0.92,0.3
emulemorph.csv,1.0,1.0,1.0,0.54,0.55,1.01,0.58,1.0,0.6,1.01,0.99,0.79,0.38,0.81,0.94,1.0,0.95,0.99,0.71,1.06
free-evolution.csv,0.39,1.0,1.03,0.67,0.46,0.51,0.62,0.85,0.64,0.54,0.5,0.32,0.55,0.65,0.85,0.72,0.54,0.46,0.54,0.98
gtad.csv,0.17,0.7,0.89,0.71,0.86,0.58,0.59,0.88,0.93,0.34,0.62,0.6,0.57,0.63,0.73,0.47,0.73,0.78,0.77,1.03
htmlunit.csv,0.45,0.83,0.91,0.53,0.69,0.52,0.76,0.84,0.67,0.66,0.48,0.22,0.68,0.48,0.64,0.74,0.73,0.51,0.68,1.21
jaxen.csv,0.85,0.87,0.91,0.6,1.01,0.65,0.82,0.87,0.37,0.89,0.61,0.1,0.9,0.77,0.9,0.81,0.87,0.85,0.66,1.26
jsr308-langtools.csv,0.69,0.79,1.0,1.0,0.73,0.89,1.0,1.0,0.79,1.0,1.0,0.99,1.0,0.12,0.9,0.98,0.9,1.0,0.86,1.05
jvcl.csv,0.51,0.9,0.5,0.44,0.8,0.73,0.7,0.94,0.52,1.03,0.82,0.53,0.58,0.97,0.65,0.79,0.81,0.72,0.73,0.52
kaffeine.csv,0.93,0.9,0.87,0.99,0.2,0.54,0.69,0.62,1.05,0.57,0.63,0.62,0.94,0.95,0.8,0.63,0.67,0.66,0.64,0.5
m-m-m.csv,0.64,0.68,0.56,0.89,0.52,0.77,0.94,0.36,0.88,0.97,0.84,1.0,1.03,0.72,0.73,0.93,0.86,0.98,0.6,0.34
motu.csv,0.59,0.67,0.71,0.93,0.54,0.92,0.97,0.54,0.82,1.01,0.99,0.99,0.63,0.91,0.72,0.55,0.7,0.52,0.61,0.91
nh3d.csv,1.0,0.63,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0
sarasvati.csv,0.69,0.71,0.78,0.96,0.78,0.33,0.85,0.77,0.88,0.33,0.75,0.6,0.89,0.65,0.56,0.58,0.58,0.57,0.67,0.25
taokgame.csv,0.55,0.92,1.0,0.76,0.9,0.77,0.83,0.96,0.09,1.16,0.86,0.63,0.59,0.84,0.8,0.71,0.76,0.78,0.73,1.01
wgs-assembler.csv,0.37,0.54,1.0,0.97,0.82,0.52,0.55,0.81,0.98,0.41,0.55,0.4,0.55,0.42,0.53,0.48,0.59,0.54,0.65,1.04
