,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.03,0.38,0.0,0.1,1.0,0.09,0.27,0.84,0.15,0.03,0.4,0.07,0.07,0.75,0.36,0.25,0.41,0.39,0.32,0.0
blogentis.csv,0.02,0.35,0.01,0.1,0.77,0.08,0.44,0.83,0.0,0.06,0.36,0.1,0.03,0.9,0.28,0.44,0.16,0.5,0.2,0.0
carabiner.csv,0.03,0.36,0.0,0.09,0.93,0.07,0.31,0.89,0.09,0.03,0.32,0.06,0.06,0.71,0.34,0.3,0.17,0.56,0.24,0.02
continuum-ide.csv,0.0,0.39,0.0,0.09,0.5,0.12,0.46,0.79,0.0,0.11,0.37,0.1,0.05,0.69,0.57,0.29,0.13,0.67,0.18,0.03
emulemorph.csv,0.0,0.0,0.0,0.15,1.0,0.01,0.34,0.0,0.67,0.0,0.33,0.05,0.12,0.52,0.25,0.0,0.2,0.09,0.27,0.0
free-evolution.csv,0.07,0.36,0.01,0.12,0.96,0.1,0.32,0.76,0.13,0.03,0.44,0.17,0.08,0.69,0.33,0.23,0.24,0.47,0.33,0.01
gtad.csv,0.14,0.4,0.01,0.17,1.0,0.14,0.33,1.0,0.05,0.05,0.58,0.29,0.1,1.0,0.32,0.34,0.27,0.42,0.36,0.0
htmlunit.csv,0.06,0.37,0.01,0.15,1.0,0.1,0.24,1.0,0.14,0.02,0.51,0.22,0.06,0.89,0.34,0.28,0.16,0.42,0.32,0.0
jaxen.csv,0.03,0.34,0.01,0.14,0.8,0.08,0.27,0.81,0.24,0.02,0.38,0.38,0.04,0.62,0.27,0.24,0.17,0.29,0.26,0.0
jsr308-langtools.csv,0.04,0.31,0.0,0.0,0.85,0.07,0.26,0.84,0.12,0.02,0.0,0.06,0.0,0.93,0.33,0.22,0.16,0.3,0.25,0.0
jvcl.csv,0.14,0.57,0.67,0.24,1.0,0.18,0.3,1.0,0.18,0.0,0.55,0.1,0.09,0.5,0.39,0.27,0.29,0.32,0.64,0.02
kaffeine.csv,0.03,0.4,0.01,0.1,0.98,0.1,0.3,0.87,0.02,0.03,0.38,0.08,0.05,0.61,0.34,0.27,0.18,0.33,0.27,0.02
m-m-m.csv,0.03,0.41,0.02,0.08,0.93,0.08,0.22,0.93,0.09,0.02,0.28,0.06,0.02,0.59,0.32,0.23,0.14,0.31,0.29,0.03
motu.csv,0.05,0.38,0.02,0.11,0.9,0.04,0.25,0.9,0.09,0.0,0.31,0.06,0.07,0.59,0.3,0.33,0.18,0.42,0.33,0.01
nh3d.csv,0.03,0.41,0.67,0.0,0.82,0.06,0.26,0.84,0.11,0.02,0.51,0.06,0.0,0.6,0.3,0.22,0.16,0.3,0.24,0.01
sarasvati.csv,0.04,0.4,0.01,0.05,1.0,0.17,0.18,0.87,0.06,0.05,0.38,0.08,0.03,0.64,0.39,0.29,0.41,0.44,0.26,0.04
taokgame.csv,0.06,0.75,0.0,0.1,1.0,0.07,0.23,1.0,0.59,0.0,0.5,0.11,0.09,0.5,0.31,0.33,0.14,0.3,0.5,0.0
wgs-assembler.csv,0.07,0.5,0.0,0.1,1.0,0.11,0.36,0.85,0.03,0.04,0.44,0.12,0.08,0.78,0.41,0.34,0.23,0.5,0.3,0.0
