,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.14,0.42,0.83,0.06,0.5,0.27,0.38,0.1,0.31,0.99,0.28,0.38
miranda-icq.csv,0.24,0.57,0.77,0.07,0.75,0.2,0.49,0.25,0.44,1.0,0.32,0.62
pclasses.csv,0.39,0.38,0.0,0.0,0.54,0.0,0.3,1.0,0.0,1.0,0.29,0.38
pfaedit.csv,0.0,0.67,0.0,0.11,0.85,0.5,0.58,0.42,1.0,1.0,0.31,0.6
rockbox.csv,0.2,0.43,0.0,0.14,0.69,0.29,0.57,0.28,0.09,1.0,0.34,0.6
theresa.csv,0.11,0.5,0.75,0.2,0.76,0.0,0.62,0.14,0.27,1.0,0.38,0.78
thrust.csv,0.0,0.31,0.83,0.0,0.59,0.56,0.53,0.15,0.18,1.0,0.28,0.47
tktoolkit.csv,0.14,0.38,0.73,0.05,0.64,0.29,0.54,0.35,0.26,0.99,0.23,0.38
trinitycore.csv,0.28,0.5,1.0,0.1,0.7,0.21,0.52,0.27,0.42,1.0,0.39,0.43
tzod.csv,0.08,0.5,0.78,0.18,0.72,0.29,0.5,0.12,0.3,1.0,0.3,0.4
yaprm.csv,0.19,0.5,0.0,0.13,1.0,0.31,0.65,0.35,1.0,1.0,0.36,0.6
