,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.2,0.12,0.19,0.18,0.38,0.98,0.11,0.26
arcallians.csv,0.46,0.45,0.51,0.98,0.35,0.27,0.34,0.66
arianne.csv,0.99,0.56,0.57,0.82,0.49,0.45,0.54,0.52
cortex-vfx.csv,0.14,0.33,0.45,0.48,0.34,0.16,0.38,0.87
mbse.csv,0.41,0.45,0.25,0.61,0.91,0.58,0.29,0.31
multitude.csv,0.6,0.58,0.71,0.68,0.48,0.47,0.98,0.69
phonon-vlc-mplayer.csv,0.59,0.64,0.99,0.61,0.92,0.3,0.29,0.48
qgis.csv,0.27,0.95,0.61,0.57,0.23,0.3,0.43,0.73
