,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.71,0.59,0.45,0.8,0.27,0.98,0.5,0.19
arcallians.csv,0.62,0.56,0.45,1.0,0.44,0.62,0.55,0.22
arianne.csv,0.99,0.59,0.4,0.59,0.28,0.62,0.54,0.28
cortex-vfx.csv,0.48,0.52,0.4,0.72,0.32,0.67,0.71,1.0
mbse.csv,0.44,0.48,0.21,0.48,1.0,0.65,0.5,0.22
multitude.csv,0.56,0.57,0.33,0.5,0.26,0.7,0.98,0.26
phonon-vlc-mplayer.csv,0.47,0.52,1.0,0.53,0.23,0.62,0.7,0.24
qgis.csv,0.57,1.0,0.59,0.66,0.42,0.79,0.65,0.26
