,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.81,0.88,0.82,0.82,0.7,0.05,0.9,0.8
arcallians.csv,0.61,0.65,0.54,0.02,0.66,0.78,0.73,0.72
arianne.csv,0.01,0.57,0.54,0.65,0.66,0.72,0.69,0.61
cortex-vfx.csv,0.88,0.73,0.6,0.56,0.7,0.85,0.64,0.13
mbse.csv,0.79,0.72,0.83,0.82,0.09,0.68,0.78,0.75
multitude.csv,0.61,0.59,0.6,0.81,0.68,0.63,0.02,0.61
phonon-vlc-mplayer.csv,0.79,0.66,0.01,0.71,0.99,0.76,0.72,0.67
qgis.csv,0.75,0.05,0.42,0.54,0.78,0.71,0.62,0.64
