,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.0,16.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0
empserver.csv,1.0,15.0,0.0,0.0,0.0,25.0,1.0,1.0,0.0,0.0
enlightenment.csv,3.0,13.0,2.0,0.0,0.0,97.0,11.0,2.0,0.0,1.0
ffigo.csv,0.0,10.0,1.0,0.0,2.0,97.0,12.0,0.0,0.0,0.0
ildjit.csv,0.0,1.0,55.0,0.0,68.0,4.0,9.0,1.0,4.0,3.0
jfreereport.csv,5.0,9.0,0.0,0.0,2.0,38.0,0.0,2.0,0.0,0.0
mplayer-ce.csv,3.0,10.0,2.0,0.0,1.0,35.0,8.0,1.0,0.0,0.0
psycle.csv,0.0,0.0,1.0,1.0,1.0,15.0,9.0,0.0,0.0,3.0
wikipediardware.csv,0.0,3.0,2.0,1.0,2.0,44.0,12.0,0.0,0.0,0.0
wxjs.csv,0.0,125.0,1341.0,1.0,68.0,0.0,355.0,119.0,627.0,51.0
