,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.52,0.46,0.14,0.49,0.27,0.11,0.01,0.25,0.32,0.5
empserver.csv,0.27,0.48,0.45,0.47,0.06,0.69,0.51,0.43,0.53,0.29
enlightenment.csv,0.38,0.58,0.57,0.02,0.58,0.29,0.86,0.2,0.8,0.21
ffigo.csv,0.46,0.75,0.46,0.28,0.7,0.22,0.94,0.0,0.99,0.79
ildjit.csv,0.07,0.02,0.17,0.06,0.06,0.07,0.19,0.09,0.05,0.21
jfreereport.csv,0.66,0.42,0.0,0.46,0.48,0.61,0.04,0.66,0.07,0.71
mplayer-ce.csv,0.8,0.79,0.45,0.78,0.85,0.79,0.35,0.77,0.0,0.79
psycle.csv,0.01,0.54,0.72,0.71,0.79,0.6,0.62,0.5,0.85,0.57
wikipediardware.csv,0.43,0.58,0.95,0.77,1.0,0.92,0.98,0.82,0.84,0.0
wxjs.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0
