,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.94,0.0,0.62,0.7,0.67,0.76,0.0,0.97,0.89,0.8,0.71
arsenal-1.csv,0.82,0.65,0.33,0.4,1.0,0.41,0.14,0.91,0.81,0.73,0.28
barracudamvc.csv,0.92,0.46,0.39,0.29,0.64,0.24,0.19,0.92,0.78,0.88,0.17
cascading.csv,0.87,0.56,0.71,0.3,0.62,0.43,0.26,0.89,0.86,0.8,0.26
emisview.csv,0.94,0.64,0.58,0.54,0.9,0.43,0.11,0.89,0.86,0.75,0.45
jitterbit.csv,0.81,0.47,0.51,0.32,0.7,0.54,0.15,0.95,0.81,0.78,0.34
jppf-project.csv,0.81,0.46,0.3,0.21,0.67,0.22,0.15,0.99,0.81,0.83,0.3
mevenide.csv,0.8,0.43,0.0,0.33,0.0,0.48,0.0,0.97,0.9,0.73,0.58
mycila.csv,0.82,0.42,0.2,0.22,0.58,0.16,0.47,0.94,0.8,0.88,0.12
ontopia.csv,0.76,0.52,0.39,0.31,0.6,0.31,0.21,0.92,0.7,0.94,0.29
trackit.csv,0.73,0.0,0.37,0.41,0.71,0.32,0.14,0.91,0.5,0.92,0.5
