,autofac.csv,mycila.csv,azureus.csv,octet.csv
autofac.csv,0.77,0.33,0.54,0.45
azureus.csv,0.51,0.38,0.74,0.0
mycila.csv,0.0,0.73,0.61,0.52
octet.csv,0.55,0.51,0.5,0.73
