,autofac.csv,mycila.csv,azureus.csv,octet.csv
autofac.csv,0.0,18.0,20.0,6.0
azureus.csv,3.0,12.0,2.0,5.0
mycila.csv,0.0,1.0,13.0,1.0
octet.csv,6.0,1.0,22.0,4.0
