,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.25,0.41,0.68,0.06,0.42
nabu-library.csv,0.23,0.26,0.45,0.29,0.82
pcgen.csv,0.67,0.65,0.42,0.44,0.67
selenium.csv,0.69,0.57,0.32,0.6,0.34
tolven.csv,0.52,0.61,0.08,0.62,0.02
