,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.13,0.08,0.06,0.05,0.09,0.0,0.0,0.01,0.0,0.17,0.1,0.0,0.1,0.16,0.0,0.0,0.1
amygdala.csv,0.69,0.25,0.32,0.3,0.55,0.0,0.63,0.03,0.42,0.0,0.22,0.67,0.76,0.4,1.0,0.42,0.29
chrysalis.csv,0.28,0.17,0.25,0.45,0.15,0.2,0.06,0.88,0.23,0.2,0.25,0.0,0.05,0.01,0.0,0.16,0.46
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
hydrate.csv,0.15,0.17,0.31,0.5,0.28,0.2,0.26,0.96,0.35,0.23,0.39,0.17,0.24,0.27,1.0,0.11,0.54
ivef-sdk.csv,1.0,0.67,0.64,0.75,0.68,0.0,0.74,0.0,0.56,0.6,0.05,1.0,0.48,0.52,1.0,0.05,0.5
jmri.csv,0.51,0.42,0.0,0.15,0.34,0.77,0.4,0.14,0.21,0.29,0.29,0.33,0.71,0.41,1.0,0.16,0.5
jython.csv,0.44,0.08,0.63,0.45,0.57,0.17,0.37,0.0,0.79,0.49,0.42,0.5,0.62,0.56,1.0,0.21,0.5
kdenlive.csv,0.0,0.33,0.57,0.8,0.45,0.53,0.37,0.95,0.42,0.37,0.56,0.33,0.43,0.37,0.0,0.68,0.73
opentibia.csv,0.72,0.0,0.5,1.0,0.38,0.1,0.57,0.23,0.3,0.8,0.75,0.17,0.81,0.57,0.0,0.84,0.44
projectfactory.csv,0.15,0.0,0.23,0.25,0.11,0.83,0.26,0.25,0.0,0.34,0.25,0.5,0.48,0.28,0.0,0.42,0.38
runuomondains.csv,0.08,0.25,0.09,0.05,0.09,0.0,0.0,0.05,0.05,0.03,0.0,0.0,0.05,0.08,0.0,0.05,0.17
somap.csv,1.0,1.0,0.99,1.0,0.96,1.0,0.97,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.98
taverna.csv,0.05,0.0,0.13,0.0,0.02,0.0,0.17,0.61,0.12,0.23,0.08,0.0,0.1,0.17,0.0,0.11,0.13
tigermud.csv,0.79,0.83,0.58,0.8,0.62,0.1,0.49,0.93,0.3,0.8,0.88,0.67,0.14,0.52,0.0,0.74,0.77
x-ray-mule.csv,0.23,0.25,0.28,0.0,0.49,0.0,0.46,0.01,0.26,0.2,0.03,0.33,0.52,0.43,0.0,0.05,0.08
