,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.99,0.92,0.9,0.87,0.82,0.64,0.0,0.86,0.97,0.81,1.01,0.83,0.86,0.98,0.86,0.97,1.0
amygdala.csv,0.76,0.48,0.61,0.67,0.81,0.84,0.67,0.73,0.64,0.03,0.78,0.84,0.85,0.72,1.1,0.71,0.35
chrysalis.csv,0.69,0.74,0.74,0.92,0.79,0.98,1.0,0.97,0.75,0.74,0.45,0.9,0.92,0.04,0.59,0.69,0.5
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.96,0.98,1.0,0.0
hydrate.csv,0.69,0.68,0.64,0.94,0.76,0.96,0.86,0.96,0.75,0.6,0.46,0.78,0.7,0.46,1.19,0.11,0.57
ivef-sdk.csv,1.0,0.74,0.76,0.75,0.7,0.0,0.75,1.0,0.71,0.69,0.88,1.08,0.81,1.0,1.06,0.97,1.12
jmri.csv,0.91,0.89,0.02,0.88,0.78,1.1,0.56,0.65,0.7,0.65,0.38,0.86,0.91,0.75,1.08,0.57,0.64
jython.csv,0.6,0.48,0.79,0.83,0.7,0.21,0.82,0.0,0.84,0.82,0.76,0.75,0.69,0.84,1.13,0.7,0.5
kdenlive.csv,0.01,0.47,0.69,1.04,0.69,0.54,0.79,0.95,0.64,0.5,0.57,0.66,0.78,0.43,0.29,0.71,0.73
opentibia.csv,0.74,0.0,0.75,1.0,0.7,0.19,0.58,0.43,0.78,0.8,0.9,0.54,0.83,0.6,0.57,0.87,0.75
projectfactory.csv,0.79,0.78,0.78,0.87,0.9,1.3,0.8,0.48,0.03,0.77,0.67,0.78,1.01,0.56,0.57,0.69,1.07
runuomondains.csv,0.81,0.94,0.98,0.93,1.0,1.0,1.0,0.64,0.98,0.87,0.0,0.99,1.0,0.97,0.9,0.91,1.01
somap.csv,1.0,1.0,0.99,1.0,0.96,1.0,0.97,1.0,1.0,1.0,1.0,0.01,1.0,1.0,0.12,1.0,0.98
taverna.csv,0.89,0.87,0.91,0.97,0.02,1.0,0.93,1.14,0.96,0.95,1.0,0.86,0.86,0.98,0.84,0.89,1.01
tigermud.csv,0.82,0.87,0.68,0.8,0.66,0.4,0.51,1.0,0.85,0.83,0.92,0.75,0.14,0.76,0.38,0.81,0.77
x-ray-mule.csv,0.93,0.8,0.93,0.03,0.77,0.99,0.88,1.0,0.88,0.84,1.0,0.71,0.86,1.02,0.95,1.0,0.21
