,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.17,0.88,0.59,0.8,0.5,1.0,1.0,0.75,1.0,0.57,0.0,1.0,0.71,0.05,1.0,1.0,0.0
amygdala.csv,0.64,0.94,0.57,0.67,0.28,1.0,0.53,0.55,0.53,1.0,0.13,0.9,0.58,0.17,0.97,0.64,0.21
chrysalis.csv,0.7,0.92,0.52,0.4,0.43,0.33,0.0,0.09,0.52,0.61,0.25,1.0,0.75,0.96,1.0,0.79,0.14
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0
hydrate.csv,0.79,0.93,0.56,0.38,0.35,0.4,0.4,0.13,0.46,0.68,0.21,0.94,0.71,0.32,0.95,0.94,0.12
ivef-sdk.csv,0.62,0.88,0.45,0.67,0.39,1.0,0.53,0.0,0.48,0.54,0.25,0.88,0.55,0.05,0.97,0.5,0.0
jmri.csv,0.47,0.78,1.0,0.57,0.31,0.38,0.59,0.29,0.59,0.62,0.26,0.88,0.5,0.15,0.97,0.83,0.1
jython.csv,0.71,0.98,0.43,0.5,0.35,0.92,0.41,1.0,0.45,0.43,0.11,0.91,0.65,0.12,0.96,0.73,0.16
kdenlive.csv,1.0,0.93,0.49,0.38,0.35,0.79,0.43,0.13,0.53,0.66,0.18,0.94,0.57,0.3,1.0,0.68,0.12
opentibia.csv,0.68,1.0,0.44,0.59,0.35,0.95,0.6,0.29,0.46,0.56,0.08,0.97,0.63,0.22,1.0,0.62,0.08
projectfactory.csv,0.73,1.0,0.5,0.5,0.33,0.0,0.47,0.26,1.0,0.5,0.17,0.91,0.29,0.27,1.0,0.65,0.0
runuomondains.csv,0.82,0.73,0.19,0.67,0.0,0.0,0.0,0.5,0.33,0.83,1.0,1.0,0.0,0.08,1.0,0.75,0.0
somap.csv,0.65,0.87,0.47,0.6,0.34,0.69,0.49,0.13,0.47,0.52,0.12,1.0,0.62,0.17,1.0,0.63,0.09
taverna.csv,0.8,1.0,0.4,1.0,0.96,0.0,0.33,0.01,0.29,0.27,0.0,1.0,0.71,0.04,1.0,0.67,0.0
tigermud.csv,0.65,0.86,0.5,0.64,0.39,0.93,0.62,0.09,0.38,0.51,0.1,0.92,0.92,0.15,1.0,0.61,0.11
x-ray-mule.csv,0.44,0.87,0.27,1.0,0.3,1.0,0.33,0.0,0.35,0.5,0.0,0.93,0.5,0.03,1.0,0.0,0.5
