,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.5,0.7,0.27,0.55,0.84,0.61,0.52,0.74
etics.csv,0.65,0.64,0.18,0.54,0.83,0.39,0.57,0.71
genecys.csv,0.25,0.69,0.29,0.52,0.86,0.52,0.36,0.71
kvs.csv,0.42,0.22,0.57,0.32,0.03,0.44,0.3,0.53
mcore3d.csv,0.12,0.74,0.34,0.52,0.86,0.21,0.44,0.73
miranda.csv,0.37,0.37,0.26,0.56,0.8,0.53,0.51,0.79
ogrehg.csv,0.43,0.71,0.18,0.63,0.93,0.5,0.5,0.76
passwordsafe.csv,0.44,0.73,0.23,0.62,0.88,0.59,0.68,0.76
