,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.63,0.36,0.72,0.44,0.56,0.6,0.96,0.53,0.72,0.52,0.7,0.48,0.56,0.38,0.45
amateur-scrolls.csv,0.97,0.65,0.88,0.62,0.86,0.97,0.86,0.84,0.75,0.82,0.94,0.5,0.92,0.88,0.59
biopax.csv,0.48,0.37,0.38,0.4,0.36,0.45,0.42,0.44,0.4,0.38,0.41,0.48,0.49,0.45,0.42
crux-framework.csv,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.67
exl.csv,0.52,0.44,0.54,0.53,0.54,0.59,0.8,0.5,0.6,0.65,0.48,0.95,0.83,0.44,0.47
ikvm.csv,0.8,0.57,0.95,0.86,0.78,0.7,0.96,0.95,0.79,0.99,0.98,0.9,0.92,0.8,0.92
irrlicht.csv,0.49,0.55,0.38,0.41,0.38,0.5,0.47,0.5,0.43,0.44,0.42,0.49,0.52,0.45,0.42
les-indemodables.csv,0.65,0.59,0.77,0.67,0.56,0.77,0.75,0.53,0.86,0.56,0.64,0.62,0.63,0.42,0.52
lportal.csv,0.8,0.9,0.94,0.79,0.72,0.58,0.95,0.5,0.7,0.99,0.8,0.93,0.96,0.83,0.0
ns-3-dev-def-routing.csv,0.68,0.89,0.96,0.9,0.56,0.74,0.89,0.58,0.83,0.87,0.64,0.65,0.96,0.65,0.64
qpe.csv,0.97,0.47,0.83,0.59,0.58,0.57,0.42,0.87,0.59,0.87,0.66,0.74,0.54,0.91,0.94
sigil.csv,0.55,0.83,0.63,0.62,0.39,0.95,0.79,0.47,0.92,0.57,0.65,0.52,0.89,0.4,0.53
ultimairis.csv,0.53,0.44,0.47,0.43,0.43,0.5,0.85,0.46,0.45,0.42,0.43,0.53,0.48,0.47,0.46
unflobtactical.csv,0.6,0.89,0.86,0.59,0.49,0.62,0.5,0.48,0.92,0.64,0.56,0.72,0.76,0.67,0.59
xbg.csv,0.96,0.67,0.83,0.0,0.0,0.9,0.0,0.67,0.83,1.0,0.89,0.5,0.5,0.5,0.8
