,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.61,0.35,0.96,0.81,0.43,0.48,0.22,0.68,0.14,0.71,0.43,0.63,0.46,0.58,0.83
amateur-scrolls.csv,0.16,0.26,0.24,1.0,0.2,0.18,0.16,0.31,0.0,0.4,0.09,0.51,0.22,0.24,0.68
biopax.csv,0.65,0.41,0.53,0.68,0.62,0.39,0.59,0.64,0.5,0.09,0.64,0.45,0.99,0.68,0.0
crux-framework.csv,0.04,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.0
exl.csv,0.7,0.66,0.42,0.5,0.43,0.42,0.34,0.66,0.64,0.46,0.63,0.26,0.51,1.0,0.85
ikvm.csv,0.37,0.96,0.29,0.12,0.23,0.36,0.39,0.24,0.42,0.13,0.23,0.13,0.17,0.06,0.38
irrlicht.csv,0.44,0.61,0.63,0.27,0.46,0.99,0.66,0.65,0.54,0.51,0.51,0.23,0.4,0.0,0.33
les-indemodables.csv,0.63,0.54,0.32,0.4,0.48,0.37,0.27,0.6,0.14,0.54,0.44,1.0,0.32,0.49,0.34
lportal.csv,0.29,0.27,0.06,0.23,0.33,0.49,0.23,0.02,0.14,0.87,0.32,0.35,0.23,0.29,0.0
ns-3-dev-def-routing.csv,0.56,0.41,0.24,0.24,0.35,0.42,0.32,0.57,0.29,0.31,0.94,0.59,0.36,0.45,0.37
qpe.csv,0.89,0.59,0.29,0.47,0.48,0.52,0.09,0.27,0.38,0.17,0.38,0.36,0.0,0.12,0.38
sigil.csv,0.75,0.06,0.56,0.69,0.7,0.21,0.52,0.98,0.29,0.44,0.48,0.57,0.29,0.78,0.88
ultimairis.csv,0.46,0.56,0.65,0.67,0.5,0.4,0.86,0.47,0.29,0.29,0.45,0.61,0.52,0.73,0.38
unflobtactical.csv,0.57,0.21,0.29,0.61,1.0,0.47,0.43,0.6,0.14,0.36,0.53,0.55,0.18,0.38,0.37
xbg.csv,0.18,0.06,0.1,0.0,0.0,0.05,0.0,0.05,0.79,0.19,0.09,0.0,0.01,0.06,0.38
