,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,196.0,99.0,197.5,98.5,197.5,99.0,196.5,687.0
forester-atv.csv,80.5,99.0,383.5,98.5,98.5,96.5,98.5,1011.0
google-collections.csv,196.0,98.5,197.5,98.5,197.5,99.0,197.5,980.5
jsecurity.csv,194.0,96.5,98.5,98.5,98.5,96.5,94.5,1601.5
opensim4opencog.csv,196.0,98.5,197.5,98.5,197.5,391.0,196.5,453.0
paintown.csv,196.0,99.0,197.5,98.5,197.5,99.0,197.5,1012.0
smbopensoft.csv,95.5,99.0,98.5,98.5,98.5,99.0,197.5,980.5
thout.csv,196.0,98.5,98.5,86.5,382.0,99.0,197.5,980.5
