,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.94,0.33,0.37,0.36,0.65,0.39,0.57,0.4,0.89,0.41,0.56,0.97,0.65,0.43,0.46,0.41,0.5,0.68
autofac.csv,0.57,0.42,0.8,0.48,0.5,0.44,0.52,0.45,0.83,0.5,0.44,0.47,0.49,0.52,0.59,0.36,0.38,0.47
azureus.csv,0.37,0.35,0.41,0.32,0.45,0.39,0.45,0.4,0.36,0.46,0.43,0.55,0.41,0.46,0.42,0.35,0.4,0.4
dsworkbench.csv,0.68,0.47,0.49,0.86,0.86,0.93,0.67,0.88,0.56,0.83,0.67,0.94,0.78,0.67,0.67,0.96,0.81,0.92
forester-atv.csv,0.83,0.45,0.56,0.76,0.5,0.94,0.67,0.75,0.48,0.67,0.82,0.54,0.57,0.5,0.64,0.8,0.68,0.5
freelords.csv,0.38,0.36,0.48,0.35,0.46,0.5,0.4,0.44,0.33,0.41,0.43,0.43,0.39,0.45,0.57,0.38,0.47,0.47
gabel.csv,0.67,0.45,0.5,0.89,0.62,0.86,0.5,0.4,0.7,0.67,0.58,0.65,0.5,0.64,0.0,0.67,0.64,0.92
gephex.csv,0.88,0.52,0.36,0.34,0.51,0.46,0.47,0.4,0.57,0.52,0.48,0.84,0.52,0.49,0.42,0.53,0.44,0.6
google-collections.csv,0.36,0.35,0.36,0.32,0.44,0.39,0.45,0.4,0.33,0.46,0.37,0.4,0.38,0.45,0.41,0.35,0.39,0.4
javaprofiler.csv,0.51,0.34,0.41,0.43,0.55,0.42,0.49,0.42,0.38,0.46,0.37,0.47,0.46,0.43,0.6,0.44,0.41,0.51
jpaul.csv,0.54,0.47,0.44,0.92,0.0,0.88,0.45,0.8,0.48,0.83,0.51,0.68,0.47,0.8,0.74,0.0,0.97,0.69
mycila.csv,0.4,0.78,0.42,0.36,0.52,0.64,0.48,0.63,0.36,0.48,0.73,0.6,0.52,0.51,0.67,0.49,0.62,0.64
neodatis-odb.csv,0.91,0.43,0.89,0.64,0.86,0.88,0.61,0.65,0.8,0.62,0.77,0.72,0.54,0.91,0.5,0.49,0.49,0.66
octet.csv,0.41,0.31,0.41,0.36,0.9,0.43,0.52,0.53,0.44,0.39,0.42,0.42,0.38,0.69,0.64,0.35,0.42,0.61
personalaccess.csv,0.78,0.3,0.45,0.45,0.52,0.61,0.41,0.49,0.47,0.4,0.44,0.42,0.36,0.5,0.62,0.39,0.43,0.57
rcp-company-uibindings.csv,0.36,0.31,0.36,0.44,0.45,0.43,0.38,0.4,0.5,0.46,0.5,0.49,0.42,0.4,0.46,0.36,0.43,0.67
scenemonitor.csv,0.72,0.36,0.4,0.61,0.76,0.55,0.62,0.72,0.43,0.56,0.53,0.43,0.51,0.67,0.78,0.75,0.46,0.91
servicestack.csv,0.75,0.54,0.83,0.75,0.0,0.8,0.5,0.94,0.0,0.67,0.86,0.95,0.74,0.0,0.57,0.0,0.96,0.0
