,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.33,0.56,0.92,1.0,0.59,0.31,0.17,0.72,0.31,0.29
flylegacy.csv,0.36,0.43,0.98,0.19,0.67,0.33,0.21,0.76,0.34,0.41
jguard.csv,0.33,0.67,0.77,0.15,0.62,1.0,0.21,0.83,0.33,0.39
m-a-d-n-e-s-s.csv,0.52,0.68,0.78,0.11,0.79,0.33,0.14,0.77,1.0,0.59
mob-sen-plat.csv,0.38,1.0,0.7,0.13,0.51,0.41,0.18,0.83,0.39,0.41
raygina.csv,1.0,0.6,0.79,0.2,0.7,0.24,0.26,0.8,0.47,0.4
st-filteredstatistics.csv,0.4,0.73,0.73,0.16,0.57,0.43,0.16,1.0,0.32,0.75
upp-mirror.csv,0.55,0.25,0.83,0.27,0.96,0.7,0.26,1.0,0.46,0.46
wishmaster.csv,0.3,0.68,0.84,0.07,0.76,0.13,1.0,0.67,0.2,0.41
yarp.csv,0.25,0.88,0.8,0.11,0.67,0.21,0.08,0.79,0.29,1.0
