,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.92,0.53,0.62,0.98,0.94,0.54,0.83,0.56,0.94,0.79
flylegacy.csv,0.44,0.93,0.38,0.57,0.42,0.92,0.44,0.41,0.43,0.54
jguard.csv,0.44,0.36,0.4,0.49,0.41,0.67,0.39,0.34,0.46,0.51
m-a-d-n-e-s-s.csv,0.52,0.38,0.37,0.53,0.59,0.48,0.43,0.5,0.67,0.59
mob-sen-plat.csv,0.46,0.38,0.5,0.54,0.56,0.42,0.42,0.43,0.5,0.76
raygina.csv,0.56,0.8,0.61,0.55,0.74,0.62,0.65,0.5,0.89,0.6
st-filteredstatistics.csv,0.49,0.91,0.44,0.46,0.83,0.47,0.52,0.33,0.47,0.75
upp-mirror.csv,0.36,0.75,0.38,0.54,0.43,0.9,0.4,0.75,0.46,0.66
wishmaster.csv,0.9,0.54,0.51,0.98,0.56,0.93,0.93,0.62,0.55,0.71
yarp.csv,0.92,0.88,0.93,0.99,0.93,0.93,0.92,0.79,0.93,0.73
