,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.16,0.55,0.38,0.86,0.16,0.63,0.21,0.46,0.2,0.32
flylegacy.csv,0.8,0.18,1.0,0.53,0.84,0.13,0.93,0.56,0.92,0.88
jguard.csv,0.72,0.91,0.79,0.64,0.89,1.0,0.93,0.74,0.88,0.88
m-a-d-n-e-s-s.csv,0.48,0.82,0.67,0.36,0.42,0.67,0.29,0.51,0.96,0.4
mob-sen-plat.csv,0.56,0.97,0.51,0.36,0.33,0.8,0.43,0.64,0.6,0.28
raygina.csv,1.0,0.09,0.41,0.46,0.25,0.17,0.43,0.41,0.36,0.24
st-filteredstatistics.csv,0.56,0.24,0.52,0.66,0.2,0.73,0.36,1.0,0.48,0.12
upp-mirror.csv,0.72,0.03,0.62,0.63,1.0,0.23,0.64,0.31,0.52,0.64
wishmaster.csv,0.12,0.58,0.57,0.04,0.41,0.07,1.0,0.36,0.36,0.56
yarp.csv,0.12,0.21,0.19,0.14,0.16,0.2,0.07,0.28,0.32,0.88
