,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.47,0.33,0.71,0.42,0.39,0.7,0.58,0.59,0.12,0.0,0.28,0.63
emono.csv,0.41,0.33,0.74,0.36,0.38,0.65,0.61,0.74,0.09,0.06,0.34,0.74
freedom-erp.csv,0.62,0.18,0.46,0.0,0.0,0.0,0.08,0.75,0.0,0.0,0.0,0.02
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.19,0.08,0.0,0.0,0.5,0.0,0.0
jmoney.csv,0.82,0.31,0.56,0.42,0.36,0.56,0.21,0.39,0.18,0.0,0.39,0.61
jmonkeyengine.csv,0.2,0.25,0.41,0.47,0.55,0.58,0.38,0.0,0.12,0.06,0.42,0.72
jsidplay2.csv,0.57,0.21,0.87,0.21,0.32,0.7,0.74,0.75,0.1,0.0,0.24,0.26
matrex.csv,0.67,0.33,0.51,0.0,0.08,0.66,0.83,0.44,0.0,0.0,0.18,0.13
mediate.csv,0.21,0.21,0.18,0.34,0.35,0.72,0.49,0.59,0.12,0.07,0.05,0.26
mesa3d.csv,0.35,0.2,0.48,0.48,0.33,0.71,0.57,0.67,0.17,0.1,0.43,0.66
pustefix.csv,0.31,0.06,0.25,0.59,0.44,0.36,0.26,0.43,0.04,0.11,0.37,0.63
reaper3d.csv,0.47,0.05,0.62,0.31,0.14,0.1,0.28,0.62,0.29,0.0,0.05,0.41
