,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.24,0.37,0.35,0.28,0.18,0.21,0.28,0.2,0.25,0.13,0.6,0.12,0.5,0.21,0.34,0.12,0.34,0.26
cornerstone.csv,0.17,0.1,0.06,0.08,0.09,0.11,0.12,0.11,0.01,0.0,0.34,0.19,0.02,0.13,0.0,0.06,0.18,0.26
emeraldemu.csv,0.61,0.28,0.51,0.72,0.09,0.11,0.18,0.19,0.11,0.15,0.64,0.03,0.07,0.0,0.09,0.0,0.25,0.0
grafx2.csv,0.38,0.4,0.4,0.34,0.18,0.35,0.3,0.31,0.31,0.17,0.55,0.47,0.41,0.16,0.69,0.19,0.51,0.24
jahshakafx.csv,0.25,0.28,0.49,0.31,0.09,0.15,0.22,0.44,0.3,0.11,0.55,0.04,0.28,0.11,0.31,0.12,0.3,0.34
kindb.csv,0.39,0.34,0.57,0.36,0.36,0.32,0.75,0.47,0.57,0.36,0.7,0.11,0.57,0.13,0.22,0.12,0.51,0.03
maya-work-in-progress.csv,0.73,0.55,0.56,0.25,0.73,0.55,0.72,0.66,0.83,0.15,0.96,0.58,0.78,0.68,0.72,0.5,0.77,0.79
netatalk.csv,0.47,0.74,0.79,0.99,0.36,0.44,0.55,0.6,0.71,0.68,0.79,0.26,0.3,0.24,0.69,0.5,0.76,0.26
novembre.csv,0.19,0.27,0.23,0.58,0.0,0.17,0.2,0.38,0.64,0.23,0.32,0.19,0.02,0.05,0.47,0.06,0.2,0.37
ns-3.csv,0.5,0.43,0.59,0.34,0.18,0.44,0.88,0.62,0.46,0.19,0.34,0.91,0.8,0.97,0.75,1.0,0.79,0.97
nullc.csv,0.47,1.0,1.0,1.0,0.0,0.28,0.48,0.45,0.37,0.04,0.64,0.18,0.54,0.34,0.31,0.12,0.77,0.42
open-beos.csv,0.35,0.39,0.25,0.34,0.18,0.27,0.62,0.59,0.28,0.09,0.3,0.89,0.7,0.61,0.25,1.0,0.42,0.82
planeshift.csv,0.98,0.92,0.83,0.99,0.64,0.51,0.6,0.55,0.69,0.28,0.79,0.62,0.41,0.32,0.38,0.56,0.92,0.74
plee-the-bear.csv,0.29,0.21,0.25,0.05,0.55,0.41,0.48,0.68,0.56,0.11,0.6,0.43,0.54,0.5,0.34,0.44,0.37,0.5
reaper-ecad.csv,0.04,0.04,0.02,0.23,0.0,0.0,0.0,0.05,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.06,0.03
sbml.csv,0.8,0.47,0.67,0.74,0.18,0.76,0.92,0.91,0.56,0.98,0.64,0.99,0.78,0.21,0.19,1.0,0.37,0.89
unimrcp.csv,0.57,0.38,0.29,0.45,0.09,0.17,0.62,0.22,0.2,0.21,0.85,0.27,0.3,0.05,0.16,0.12,0.51,0.08
unladen-swallow.csv,0.09,0.2,0.19,0.04,0.09,0.13,0.5,0.32,0.25,0.13,0.13,0.31,0.37,0.13,0.12,0.19,0.24,0.34
