,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.72,0.34,0.19,0.37,0.51,0.39,0.42,0.62,0.51,0.67,0.55,0.43,0.76,0.72,0.78,0.8,0.7,0.59
cornerstone.csv,0.52,0.26,0.23,0.31,0.33,0.36,0.0,0.33,0.04,0.06,0.7,0.54,0.34,0.48,0.1,0.73,0.55,0.4
emeraldemu.csv,0.54,0.32,0.17,0.29,0.33,0.35,0.43,0.65,0.5,0.66,0.59,0.13,0.48,0.21,0.68,0.26,0.68,0.25
grafx2.csv,0.64,0.32,0.17,0.4,0.4,0.43,0.5,0.59,0.48,0.69,0.6,0.52,0.71,0.79,0.82,0.83,0.67,0.61
jahshakafx.csv,0.69,0.35,0.18,0.35,0.5,0.37,0.45,0.59,0.54,0.63,0.61,0.46,0.73,0.68,0.74,0.84,0.68,0.58
kindb.csv,0.66,0.3,0.17,0.42,0.74,0.58,0.47,0.59,0.56,0.69,0.63,0.44,0.79,0.67,0.67,0.87,0.71,0.42
maya-work-in-progress.csv,0.53,0.28,0.16,0.38,0.93,0.7,0.43,0.53,0.56,0.8,0.68,0.53,0.85,0.72,0.79,0.85,0.72,0.48
netatalk.csv,0.59,0.25,0.12,0.23,0.48,0.55,0.46,0.5,0.54,0.64,0.55,0.36,0.76,0.75,0.85,0.8,0.67,0.55
novembre.csv,0.68,0.3,0.06,0.14,0.28,0.42,0.65,0.44,0.5,0.54,0.46,0.29,0.13,0.5,0.63,0.75,0.68,0.53
ns-3.csv,0.57,0.31,0.14,0.38,0.61,0.73,0.44,0.45,0.56,0.48,0.63,0.43,0.84,0.68,0.78,0.81,0.72,0.38
nullc.csv,0.52,0.21,0.11,0.22,0.77,0.53,0.49,0.51,0.49,0.45,0.63,0.4,0.74,0.76,0.73,0.71,0.71,0.33
open-beos.csv,0.68,0.33,0.24,0.38,0.61,0.54,0.46,0.52,0.63,0.53,0.46,0.45,0.75,0.77,0.82,0.81,0.72,0.47
planeshift.csv,0.47,0.22,0.12,0.23,0.81,0.61,0.47,0.55,0.58,0.62,0.66,0.46,0.77,0.75,0.73,0.87,0.71,0.5
plee-the-bear.csv,0.66,0.28,0.28,0.06,0.62,0.62,0.38,0.38,0.55,0.7,0.6,0.51,0.69,0.57,0.57,0.68,0.62,0.43
reaper-ecad.csv,0.33,0.14,0.0,0.41,0.25,0.04,0.0,0.28,0.1,0.06,0.21,0.0,0.08,0.0,0.08,0.06,0.18,0.24
sbml.csv,0.46,0.3,0.14,0.28,0.68,0.69,0.45,0.48,0.61,0.56,0.72,0.43,0.84,0.68,0.81,0.81,0.7,0.45
unimrcp.csv,0.54,0.27,0.17,0.35,0.54,0.49,0.4,0.53,0.46,0.65,0.61,0.6,0.65,0.59,0.68,0.76,0.66,0.52
unladen-swallow.csv,0.37,0.31,0.24,0.12,0.27,0.46,0.37,0.43,0.48,0.54,0.41,0.53,0.56,0.57,0.38,0.55,0.65,0.54
