,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.68,0.7,0.76,0.6,0.74,0.75,0.55,0.0
jlinalg.csv,0.84,0.32,0.81,0.81,0.63,1.0,0.8,1.0
jmule.csv,0.58,0.74,0.85,0.81,0.84,1.0,0.75,0.88
knowledge.csv,0.78,0.88,0.76,0.88,0.84,0.75,0.5,0.67
massiv.csv,0.12,0.28,0.33,0.0,0.0,1.0,0.1,0.17
ng4j.csv,0.18,0.08,0.69,0.28,0.31,0.75,0.55,0.62
playerstage.csv,0.64,0.68,0.85,0.69,0.74,0.5,0.75,0.0
superwaba.csv,0.54,0.76,0.78,0.59,0.65,0.75,0.85,0.67
