,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.66,0.26,0.33,0.29,0.59,0.5,0.79,0.51,0.32,0.22,0.93,0.26,0.12,0.35,0.23,0.37,0.47,0.27
fbmanager.csv,0.42,0.03,0.05,0.19,0.18,0.33,0.02,0.15,0.0,0.19,0.0,0.11,0.0,0.0,0.21,0.02,0.0,0.0
freenet.csv,0.62,0.63,0.86,0.68,0.59,0.67,0.39,0.5,0.98,0.96,0.81,0.68,0.81,0.28,0.6,0.83,0.58,0.62
geogebra.csv,0.22,0.33,0.19,0.55,0.35,0.33,0.59,0.71,0.25,0.3,0.04,0.55,1.0,0.69,0.16,0.38,0.29,0.26
google-caja.csv,0.78,0.21,0.81,0.29,0.35,0.33,0.73,0.71,0.78,0.52,0.3,0.71,0.12,0.6,0.43,0.71,0.62,0.55
hibernate.csv,0.61,0.11,0.43,0.06,0.59,0.17,0.22,0.58,0.7,0.26,0.37,0.5,0.12,0.06,0.32,0.45,0.28,0.33
illumination.csv,0.82,0.49,0.76,1.0,0.82,1.0,0.04,0.44,0.0,0.93,0.3,0.74,0.0,0.0,0.97,0.14,0.0,0.0
kindb.csv,0.78,0.18,0.24,0.06,0.41,0.0,0.6,0.39,0.88,0.26,0.19,0.63,0.12,0.69,0.56,0.26,0.66,0.32
officefloor.csv,0.51,0.19,0.05,0.06,0.24,0.0,0.14,0.15,0.27,0.11,0.07,0.18,0.0,0.0,0.24,0.08,0.22,0.17
paintown.csv,0.93,0.21,0.48,0.77,1.0,0.67,0.65,0.7,0.91,0.96,1.0,0.29,0.5,0.77,0.78,0.4,0.85,0.92
poormans.csv,0.29,0.15,0.33,0.03,0.24,0.0,0.23,0.09,0.19,0.33,0.07,0.18,0.0,0.0,0.23,0.14,0.08,0.18
qlc.csv,0.52,0.4,0.1,0.06,0.18,0.33,0.48,0.29,0.26,0.15,0.07,0.39,0.19,0.17,0.22,0.26,0.31,0.11
repositorium.csv,0.24,0.59,0.33,0.55,0.29,0.67,0.61,0.27,0.11,0.07,0.3,0.39,0.0,0.24,0.1,0.12,0.07,0.02
sevenupdate.csv,0.99,0.89,0.86,0.58,1.0,0.0,0.83,0.88,1.0,0.52,0.93,1.0,0.81,1.0,1.0,0.65,0.94,0.91
sqlpower-library.csv,0.53,0.99,0.81,1.0,0.24,1.0,0.77,0.93,0.75,1.0,0.44,0.84,0.06,1.0,0.78,0.97,0.57,0.43
triplea.csv,0.81,0.27,0.24,0.32,0.53,0.17,0.88,0.42,0.54,0.44,0.56,0.34,0.12,0.57,0.66,0.46,0.44,0.44
yarp0.csv,0.61,0.32,0.62,0.71,0.35,0.83,0.78,0.58,0.69,0.59,0.59,0.18,0.44,0.93,0.62,0.57,0.52,0.77
