,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.28,0.43,0.97,0.09,0.84,0.44,0.09,0.71,0.62,0.88,0.14,0.21,0.45,0.23,0.37
autowikibrowser.csv,0.38,0.32,0.49,0.14,0.89,0.56,0.06,0.6,0.76,0.94,0.22,0.27,0.98,0.2,0.56
biodwh.csv,0.45,0.43,0.58,0.16,0.93,0.84,0.11,0.87,0.93,0.8,0.21,0.12,0.71,1.0,0.56
cities3d.csv,0.2,0.35,0.32,1.0,0.83,0.62,0.12,0.14,0.64,0.6,0.25,0.17,0.3,0.05,0.39
dynalloy.csv,0.31,1.0,0.47,0.09,0.87,0.49,0.11,0.5,0.7,0.86,0.21,0.19,0.48,0.29,0.37
enzo.csv,0.23,0.38,0.37,0.09,0.88,0.47,0.06,0.72,0.69,0.96,0.12,0.21,0.54,0.16,0.47
genecys.csv,0.18,0.38,0.36,0.09,1.0,0.49,0.13,0.45,0.68,0.8,0.19,0.17,0.42,0.14,0.41
kmatplot.csv,1.0,0.33,0.41,0.13,0.67,0.67,0.1,0.76,0.62,0.67,0.56,0.42,0.45,0.25,0.55
modplug.csv,0.19,0.45,0.43,0.1,0.91,0.44,0.08,0.73,0.98,0.88,0.19,0.2,0.45,0.2,0.49
nabu-library.csv,0.19,0.42,0.38,0.11,0.91,0.49,0.09,0.99,0.68,0.91,0.1,0.19,0.45,0.14,0.28
natpad.csv,0.31,0.29,0.41,0.12,0.9,0.55,0.08,0.71,0.66,0.78,0.32,0.19,0.59,0.14,1.0
nebuladevice.csv,0.23,0.31,0.47,0.17,0.9,0.5,0.07,0.5,0.91,1.0,0.25,1.0,0.43,0.15,0.42
ossbuild.csv,0.22,0.56,0.44,0.1,0.87,0.54,0.89,0.32,0.77,0.81,0.29,0.22,0.49,0.25,0.4
xemeiah.csv,0.35,0.38,0.51,0.2,0.93,0.97,0.16,0.65,1.0,0.78,0.32,0.21,0.65,0.19,0.54
xined.csv,0.21,0.25,0.4,0.14,0.84,0.46,0.2,0.49,0.73,0.88,1.0,0.14,0.45,0.1,0.57
