,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,6.0,0.0,0.0,44.0,3.0,10.0,17.0,0.0,0.0,0.0,13.0,1.0,12.0,10.0,1.0
autowikibrowser.csv,5.0,0.0,4.0,48.0,0.0,1.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,5.0
biodwh.csv,0.0,0.0,3.0,16.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0
cities3d.csv,0.0,2.0,8.0,0.0,1.0,2.0,1.0,33.0,0.0,0.0,6.0,7.0,14.0,9.0,1.0
dynalloy.csv,0.0,0.0,2.0,30.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,7.0,0.0
enzo.csv,15.0,3.0,13.0,19.0,0.0,7.0,21.0,0.0,0.0,0.0,20.0,0.0,9.0,12.0,7.0
genecys.csv,0.0,1.0,8.0,47.0,0.0,0.0,5.0,33.0,0.0,2.0,0.0,3.0,15.0,18.0,1.0
kmatplot.csv,0.0,2.0,4.0,51.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0
modplug.csv,0.0,2.0,2.0,22.0,0.0,3.0,11.0,0.0,0.0,0.0,10.0,1.0,13.0,4.0,3.0
nabu-library.csv,22.0,3.0,0.0,47.0,1.0,5.0,3.0,0.0,2.0,1.0,24.0,1.0,7.0,14.0,0.0
natpad.csv,0.0,0.0,1.0,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0
nebuladevice.csv,27.0,0.0,2.0,21.0,1.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,17.0,4.0,8.0
ossbuild.csv,0.0,1.0,4.0,61.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,3.0,13.0,5.0,1.0
xemeiah.csv,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,4.0,5.0,1.0
xined.csv,0.0,2.0,5.0,14.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,7.0,10.0,17.0,0.0
