,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.31,0.19,0.02,0.85,0.89,0.67,0.26,0.37,0.88,0.32,0.72,0.58,0.81,0.28,0.73
autowikibrowser.csv,0.26,0.49,0.34,0.38,0.44,0.44,0.45,0.25,0.46,0.16,0.42,0.46,0.02,0.55,0.31
biodwh.csv,0.13,0.13,0.11,0.08,0.22,0.05,0.11,0.05,0.04,0.2,0.26,0.1,0.11,0.0,0.17
cities3d.csv,0.68,0.53,0.8,0.0,0.22,0.06,0.1,0.72,0.17,0.68,0.14,0.14,0.39,0.25,0.34
dynalloy.csv,0.26,0.0,0.38,0.68,0.89,0.46,0.26,0.71,0.62,0.52,0.79,0.42,0.63,0.28,0.59
enzo.csv,0.7,0.7,0.85,0.73,0.56,0.72,0.78,0.33,0.96,0.16,0.67,0.82,0.44,0.89,0.56
genecys.csv,0.98,0.95,0.97,0.92,0.0,0.86,1.0,0.94,0.88,0.88,1.0,0.77,1.0,0.96,0.92
kmatplot.csv,0.0,0.24,0.2,0.26,0.67,0.14,0.13,0.11,0.21,0.68,0.09,0.1,0.11,0.17,0.23
modplug.csv,0.75,0.56,0.59,0.83,0.56,0.85,0.87,0.31,0.04,0.32,0.79,0.75,0.94,0.58,0.55
nabu-library.csv,0.76,0.69,0.75,0.45,0.44,0.6,0.36,0.01,0.79,0.32,0.65,0.68,0.8,0.76,0.64
natpad.csv,0.32,0.6,0.42,0.48,0.44,0.53,0.45,0.17,0.54,0.92,0.4,0.48,0.26,0.62,0.0
nebuladevice.csv,0.35,0.12,0.12,0.21,0.11,0.12,0.13,0.12,0.08,0.0,0.14,0.0,0.46,0.15,0.22
ossbuild.csv,0.59,0.15,0.34,0.67,0.78,0.44,0.01,0.76,0.25,0.24,0.51,0.1,0.7,0.13,0.39
xemeiah.csv,0.26,0.38,0.29,0.28,0.33,0.03,0.37,0.19,0.0,0.48,0.4,0.31,0.2,0.55,0.39
xined.csv,0.43,0.65,0.36,0.3,0.44,0.45,0.45,0.99,0.38,0.08,0.0,0.27,0.39,0.75,0.33
