,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.39,0.98,0.4,0.09,0.38,0.07,0.21,0.48,0.8,0.66
bibedt.csv,0.74,0.49,0.49,0.86,0.4,0.11,1.0,0.69,0.89,0.74
cascading.csv,0.58,0.6,0.49,0.55,0.4,0.16,0.25,0.61,1.0,0.79
firebreath.csv,0.54,0.52,0.98,0.62,0.33,0.17,0.24,0.69,0.83,0.69
fritzing.csv,1.0,0.73,0.51,0.8,1.0,0.1,0.0,0.7,0.89,0.76
httpcontentparser.csv,0.5,0.43,0.6,0.0,0.11,0.94,0.21,1.0,0.75,0.5
mpgravity.csv,0.54,0.51,0.47,0.61,1.0,0.16,0.17,0.69,0.84,0.73
patterntesting.csv,0.56,0.54,0.46,0.97,0.36,0.16,0.33,0.68,0.82,0.78
roller.csv,0.5,0.51,0.49,0.78,0.24,0.1,0.2,0.99,0.83,0.8
xfce.csv,0.55,0.53,0.44,0.31,0.2,0.13,0.23,0.62,0.81,0.99
