,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.43,0.94,0.45,0.08,0.46,0.39,0.43,0.39,0.47,0.3
bibedt.csv,0.6,0.34,0.37,0.24,0.2,0.54,0.92,0.54,0.31,0.63
cascading.csv,0.23,0.07,0.59,0.59,0.38,0.69,0.67,0.49,0.99,0.19
firebreath.csv,0.61,0.24,0.96,0.54,0.29,0.61,0.52,0.66,0.56,0.35
fritzing.csv,0.98,0.48,0.51,0.45,0.2,0.53,0.0,0.64,0.4,0.51
httpcontentparser.csv,0.37,0.27,0.06,0.0,0.31,0.79,0.34,0.01,0.1,0.17
mpgravity.csv,0.62,0.52,0.65,0.75,0.93,0.69,0.42,0.63,0.54,0.57
patterntesting.csv,0.57,0.57,0.46,1.0,0.46,0.69,0.75,0.64,0.57,0.67
roller.csv,0.32,0.42,0.51,0.52,0.37,0.54,0.24,0.96,0.33,0.71
xfce.csv,0.66,0.55,0.6,0.32,0.2,0.63,0.58,0.53,0.55,0.96
