,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.74,0.61,0.15,0.81,0.69
k3b.csv,0.66,0.74,0.58,0.79,0.4
myfaces.csv,0.79,0.78,0.67,0.36,0.62
robocode.csv,0.43,0.84,0.67,0.49,0.53
zildo.csv,0.66,0.39,0.32,0.67,0.52
